,RVP_LAB,S.B5.213TI2804,S.B5.213PI2806,S.B5.213FC2602
2018-11-15,39.1,132.3904154,320.4436676,97.63085368
2018-11-16,39.2,133.3244619,320.8237748,95.87893174
2018-11-17,38.2,133.5473119,318.5989131,91.61185916
2018-11-18,41.1,132.8404587,332.9227971,93.92024916
2018-11-19,40.8,132.3400037,319.1268417,95.30791467
2018-11-20,31.3,133.1592247,315.4688471,95.56174324
2018-11-21,32.6,133.8596551,312.2627779,91.05435058
2018-11-22,37.4,133.0318293,321.6336499,90.63073501
2018-11-23,39.9,132.2662487,321.4123298,94.77489876
2018-11-24,39,133.577478,318.0293042,89.47869733
2018-11-25,38,134.2405215,327.7326068,93.43012802
2018-11-26,41.9,132.7113861,324.5592368,99.9498679
2018-11-27,34.9,136.4252307,321.3183061,84.43613829
2018-11-28,37.9,134.0712878,329.8178786,91.3827222
2018-11-29,39.9,135.3337916,338.2808662,93.25835393
2018-11-30,35.4,136.378595,331.0427418,83.95039995
2018-12-01,41.2,133.6318061,324.4230193,82.47739539
2018-12-02,38.8,134.9309247,317.8616561,82.70887942
2018-12-03,38.3,133.8983453,326.3625493,101.3115204
2018-12-04,43.1,134.0641276,343.4384889,105.6390485
2018-12-05,33.5,131.8869201,316.7274728,105.435417
2018-12-06,42.1,131.5422258,332.0447324,105.1163258
2018-12-07,40.5,129.9431901,335.2670401,108.2709344
2018-12-08,43.8,128.6571344,339.6675284,106.2607318
2018-12-09,45.3,132.7240064,350.6577477,100.9687257
2018-12-10,45.4,129.6740987,335.7596268,107.8980514
2018-12-11,41.2,131.0504992,324.6880429,104.7531375
2018-12-12,40.9,130.2963195,337.6830925,106.5943181
2018-12-13,43,128.2824784,327.8856398,107.2912677
2018-12-14,50.9,126.7887083,346.273607,112.9316048
2018-12-15,48.4,128.7041373,333.3233564,107.4544208
2018-12-16,43.3,128.7047743,335.2991811,107.9984432
2018-12-17,45.2,127.2069678,327.8980994,110.5998068
2018-12-18,46.7,128.3204214,335.7876236,108.7174936
2018-12-19,45.8,129.3544374,335.6498963,107.5368016
2018-12-20,44.9,128.291535,329.4078409,110.577107
2018-12-21,45.6,128.0119034,328.6385742,110.5609528
2018-12-22,45.5,128.6452641,326.1946256,110.2944194
2018-12-23,44.7,129.7118933,326.5849273,106.4285928
2018-12-24,46.7,128.753061,336.9784585,105.6068047
2018-12-25,46.3,127.9455429,327.3266715,108.4975646
2018-12-26,49,128.7351755,339.3988348,107.4011941
2018-12-27,43.8,126.4747485,338.1602632,109.4085811
2018-12-28,50.5,125.8426015,334.5428462,109.5890959
2018-12-29,48.6,126.5755364,346.0152341,109.1780921
2018-12-30,49.6,127.9041378,326.627271,108.085309
2018-12-31,47.1,128.3987405,325.6202835,105.3768372
2019-01-01,44.3,128.1018002,333.643501,108.6655009
2019-01-02,47.8,126.4826564,325.5321882,111.1140499
2019-01-03,45.1,128.8715092,328.9078594,105.1086985
2019-01-04,46.4,130.1273839,340.8491438,101.0716643
2019-01-05,46.1,128.4176436,330.8238928,106.6606426
2019-01-06,45.2,128.579377,338.5597926,105.5492249
2019-01-07,50.4,126.719113,333.6287382,110.6679334
2019-01-08,44.6,129.0341235,330.2765205,106.7195061
2019-01-09,45.3,127.2909338,341.8293353,107.2383529
2019-01-10,45,127.7114136,337.2581704,108.7718385
2019-01-11,45.8,128.3381805,348.3819508,106.6439013
2019-01-12,45.3,128.2036604,332.2512911,107.2785147
2019-01-13,43.8,128.2183956,328.5337184,107.2509673
2019-01-14,48.9,127.3495015,333.826456,108.1690708
2019-01-15,45.7,128.5821412,333.0361727,104.646042
2019-01-16,47.6,126.4354532,331.2856971,107.8621264
2019-01-17,40,134.7297679,334.1732818,89.9503632
2019-01-18,41.6,132.4419847,327.5159452,94.24327456
2019-01-19,39.5,133.9370108,325.9898264,92.78011152
2019-01-20,39,133.9836591,323.9519882,92.00393083
2019-01-21,39.4,134.9150219,332.2540664,90.3766059
2019-01-22,39.9,134.1095674,327.0617602,91.79675876
2019-01-23,38.8,134.5109886,321.5019905,91.52115915
2019-01-24,37.4,133.601768,318.3208306,82.50413299
2019-01-25,37,133.0041735,319.3937976,82.2957445
2019-01-26,39.6,132.8171284,319.5765999,92.09349484
2019-01-27,39.7,134.247604,328.6590073,88.76099445
2019-01-28,36.9,133.9912861,323.9262517,89.53038425
2019-01-29,38.8,133.9076081,322.3699813,81.01626019
2019-01-30,37,134.0783041,317.64367,81.19955632
2019-01-31,39.2,133.9662997,320.1488373,82.25970881
2019-02-01,37.8,133.8913697,320.8329857,83.53593515
2019-02-02,39.1,133.8323776,325.9752382,81.20911819
2019-02-03,37,133.5415197,310.5035235,80.21972729
2019-02-04,38.6,133.6355995,315.8426769,75.86821348
2019-02-05,37.7,133.8278171,321.5529475,77.9378841
2019-02-06,37.9,134.1832144,317.0102565,76.22084159
2019-02-07,36.8,135.0563654,333.3271777,76.58811088
2019-02-08,39.9,133.585757,325.4944864,78.16856346
2019-02-09,38,133.171211,315.9966082,74.89539863
2019-02-10,37.2,133.658931,313.6234656,78.7056693
2019-02-11,39.1,133.7615364,322.1661783,78.22305969
2019-02-12,38.4,132.4801323,325.6071118,95.85498155
2019-02-13,38.3,135.5549264,338.5088008,80.92038041
2019-02-14,39.5,133.6180485,323.8133955,77.32316854
2019-02-15,39.3,134.4330446,320.3283347,77.691869
2019-02-16,39.6,133.8670687,313.1407405,78.71712546
2019-02-17,37.1,135.157956,316.2890309,77.78468949
2019-02-18,37.2,134.1876983,316.405757,77.29322833
2019-02-19,37.9,133.765638,316.31674,78.32860908
2019-02-20,38.7,133.2044374,312.052689,78.96851697
2019-02-21,38.5,132.8577229,311.1552093,78.52904534
2019-02-22,38.9,133.3621387,313.8619117,79.13833568
2019-02-23,39,134.1379034,325.8349945,75.4004634
2019-02-24,38.4,133.4997469,316.509348,75.6674619
2019-02-25,38.1,133.7036933,325.1625952,79.51906129
2019-02-26,37.5,133.4513062,327.6521318,76.65782189
2019-02-27,39.8,132.4387323,321.1807977,80.47315541
2019-02-28,38.1,132.7211262,321.0932437,81.06614856
2019-03-01,37.6,133.1620043,329.2560968,80.13122215
2019-03-02,36.2,131.9586059,320.350808,81.44859617
2019-03-03,35.4,131.798507,320.3751464,81.68056261
2019-03-04,40.3,131.7687582,325.4796082,79.90157111
2019-03-05,39.9,132.8990445,322.0831276,79.44205079
2019-03-06,39.5,133.4237237,320.5863712,77.93848608
2019-03-07,39,133.8189647,324.8003367,81.84101146
2019-03-08,39.3,131.3091989,313.9510872,89.31736845
2019-03-09,37.4,133.1490948,310.7027751,81.11201155
2019-03-10,36.8,134.3758428,332.203492,91.45328554
2019-03-11,41.4,134.0614918,328.0225066,87.84453298
2019-03-12,40.4,131.6366046,313.5413916,88.69064653
2019-03-13,41.2,132.709764,316.9841236,89.06226213
2019-03-14,37.3,135.4179384,327.1001275,85.98053648
2019-03-15,37.2,135.9893726,318.7213787,87.17407441
2019-03-16,37.1,135.6941179,329.0372292,87.06730066
2019-03-17,39,133.263834,337.8984538,88.81069765
2019-03-18,40.5,133.4334195,330.2581892,86.87253017
2019-03-19,39.2,134.4779234,318.4878631,84.83706575
2019-03-20,38,134.7071882,325.4198378,87.21328603
2019-03-21,37.6,135.7424049,335.5177175,91.84157093
2019-03-22,38.9,131.6655676,313.4699745,93.45786604
2019-03-23,39,133.7395731,328.0787616,84.62967319
2019-03-24,38.2,133.2134019,309.0500688,83.04732955
2019-03-25,39.4,133.0968746,310.1564376,84.2363582
2019-03-26,39.1,136.247583,318.7113593,90.40472302
2019-03-27,31.2,137.7399491,316.4367986,89.50700044
2019-03-28,42.7,132.3331953,327.2634863,89.80217424
2019-03-29,38.4,133.899693,327.4660829,93.56396114
2019-03-30,39,133.7426014,328.1237152,91.48365651
2019-03-31,40.2,133.7880659,327.6790038,93.41121199
2019-04-01,39.2,133.458017,327.4965743,92.71305801
2019-04-02,39.9,133.4582843,317.1384306,91.14043915
2019-04-03,37.9,134.0485188,316.8031773,90.80381779
2019-04-04,39.3,133.8932584,320.3875689,89.66596529
2019-04-05,36.3,135.0390814,314.8961181,86.23117683
2019-04-06,37.3,133.2172293,317.7366311,90.40745134
2019-04-07,36.6,133.9216781,320.5366134,85.15445306
2019-04-08,37.8,132.5459591,308.9634946,87.17147744
2019-04-09,38.8,133.3312469,312.2313908,87.17675605
2019-04-10,38.6,133.1971717,313.5344744,90.73283224
2019-04-11,39,133.4109082,321.1459891,94.23627693
2019-04-12,36.3,135.0127235,322.6243558,89.16276913
2019-04-13,37.7,133.3162912,319.9569563,86.55877123
2019-04-14,38.2,133.1338106,327.2408513,88.91740881
2019-04-15,38.4,132.0706367,316.0013372,88.34735378
2019-04-16,35.8,133.5822329,323.0598985,84.63654742
2019-04-17,37.5,132.1879301,319.8926507,86.99436816
2019-04-18,35.8,134.3586799,321.5048295,83.1404305
2019-04-19,37.3,134.3795013,329.4311423,82.69745554
2019-04-20,37.8,132.7969778,314.4592389,82.81866506
2019-04-21,37.4,133.071526,316.9262167,84.83524148
2019-04-22,38.1,134.0674191,327.8653187,79.42977997
2019-04-23,36.2,133.9773356,322.1014595,84.74481197
2019-04-24,33.5,134.2398779,340.6461346,81.0127198
2019-04-25,38,132.378645,317.8073851,81.05370815
2019-04-26,38.4,131.9026335,314.7022009,81.43094505
2019-04-27,39.2,132.0387816,315.9732623,85.63138021
2019-04-28,39.4,132.4548608,310.5522813,86.4566792
2019-04-29,36.9,133.5308585,320.4856997,90.13171172
2019-04-30,36.7,135.0979116,337.8714585,85.46486182
2019-05-01,38.2,132.3805707,320.8258935,82.88490964
2019-05-02,38.9,133.2353652,321.0578551,82.37690072
2019-05-03,37.8,133.1269646,327.1300614,81.81803075
2019-05-04,40.2,133.0367428,322.3368305,83.26174372
2019-05-05,36,132.7825152,305.4418053,83.0499762
2019-05-06,35.2,136.7557706,342.7631557,81.31559935
2019-05-07,38.5,133.607274,321.434118,80.53564369
2019-05-08,35.3,133.5383351,311.6347199,80.45116164
2019-05-09,39.9,134.1014234,322.119757,77.29229428
2019-05-10,37.8,133.5878777,329.9373764,78.89054741
2019-05-11,40,132.6466841,326.8854132,78.31124711
2019-05-12,40.4,132.8701742,324.6636046,81.103902
2019-05-13,36.5,134.0837435,321.696728,78.11309649
2019-05-14,39.2,136.9858616,344.2938961,79.44768848
2019-05-15,38.3,137.7812582,339.5677088,85.21072798
2019-05-16,37.3,134.4029606,324.0010605,79.67595252
2019-05-17,38.8,135.3213644,322.8423747,80.44424238
2019-05-18,33.6,139.1734269,352.7695192,81.50066383
2019-05-19,40,134.0687119,345.0355069,80.59520533
2019-05-20,38.5,134.8694403,331.0072507,84.2187639
2019-05-21,37.5,133.9343377,327.0348417,84.91157317
2019-05-22,38.4,134.1107178,331.8949689,83.56388266
2019-05-23,37,134.8024723,324.7114737,78.49375242
2019-05-24,40.4,135.9151366,334.9944083,81.95863948
2019-05-25,35.6,140.748705,376.7446988,82.5481962
2019-05-26,37.8,137.5832133,359.6051083,78.11303575
2019-05-27,38.6,137.5788005,342.3213381,80.4281469
2019-05-28,35.8,135.723106,328.290181,77.43286781
2019-05-29,37.9,135.140645,320.7021046,77.48466331
2019-05-30,38.2,134.4556771,325.5998817,82.82774381
2019-05-31,34.9,136.9833972,334.8759827,79.12891061
2019-06-01,38,133.162612,324.3831541,86.07347784
2019-06-02,37.3,134.0122911,316.1791639,78.8443806
2019-06-03,37.4,137.8939673,358.9817299,85.96590073
2019-06-04,35,140.2134281,351.2429651,82.90357374
2019-06-05,38.7,135.191302,334.1326228,82.72866763
2019-06-06,34.9,136.7386868,335.2614737,85.96545247
2019-06-07,37.4,133.5737668,329.8547657,81.49748171
2019-06-08,40.5,133.0058587,323.1158147,86.02486953
2019-06-09,37,134.3661373,324.0743332,83.18229429
2019-06-10,38.2,133.920484,327.3503458,83.97363851
2019-06-11,40.2,132.6890003,323.2603193,83.31145506
2019-06-12,38.4,133.8373635,327.4218584,85.65054212
2019-06-13,41.7,132.4491972,324.0204404,86.29301781
2019-06-14,39.8,136.3694687,338.9383849,82.67988357
2019-06-15,36,134.5461373,321.4451988,76.2062518
2019-06-16,37.7,133.731281,317.1621047,69.78061691
2019-06-17,39.7,133.8316679,321.0837559,70.05177916
2019-06-18,35.1,136.7960949,324.3282658,70.35411959
2019-06-19,34.7,137.4000171,337.1761142,67.99616383
2019-06-20,36.6,135.7797853,340.5151183,72.91537887
2019-06-21,36.8,137.295873,344.8205584,67.17802316
2019-06-22,39,134.7391584,335.9094941,73.46019147
2019-06-23,37.3,134.5018727,327.3969738,70.59568101
2019-06-24,38.7,134.3687736,325.3601235,68.94410406
2019-06-25,39.2,133.5388529,314.5452152,64.17722954
2019-06-26,37.3,135.1932928,328.829557,66.69210865
2019-06-27,37.4,133.6234184,318.4163728,69.35968805
2019-06-28,38.9,133.3946181,318.9935257,66.83314577
2019-06-29,37.7,134.7332495,329.1641261,69.09827341
2019-06-30,39.8,134.0318964,331.0373015,66.82609996
2019-07-01,38.3,135.6828172,341.943667,69.51121143
2019-07-02,40.5,134.3838563,332.3238282,69.44717859
2019-07-03,39.6,133.9988768,313.8762881,68.13203289
2019-07-04,36.6,135.4011812,321.1319594,68.88781501
2019-07-05,39.1,134.8719702,317.4885803,67.92078649
2019-07-06,35.3,137.1108784,326.3109446,66.1373585
2019-07-07,39.5,134.9489445,330.9436174,67.30777721
2019-07-08,38.6,134.1195111,319.7141934,67.94686215
2019-07-09,36.9,134.6078585,316.4654698,69.19848717
2019-07-10,37.2,133.9734153,318.6284584,70.74192085
2019-07-11,36,138.858062,356.4173538,72.16984843
2019-07-12,38.1,136.7345325,336.0635223,73.53033726
2019-07-13,36.4,136.7934816,338.0419689,70.10237986
2019-07-14,40.3,135.2998417,341.835469,73.96676377
2019-07-15,38.4,136.3348379,344.7278784,75.16353898
2019-07-16,37.6,135.343775,329.8640142,73.98562157
2019-07-17,37.1,139.2223811,357.3998722,76.24337172
2019-07-18,38.6,137.1666956,373.9193565,79.70749706
2019-07-19,39.8,136.8011863,368.6518992,75.88263053
2019-07-20,39.7,138.3541526,386.8336416,79.28839655
2019-07-21,38,139.2800787,371.5196478,75.85408433
2019-07-22,37.2,140.0008015,384.0838941,74.33831055
2019-07-23,38.7,140.2151253,380.6847969,79.64433273
2019-07-24,38.7,139.130895,392.3709528,86.88025901
2019-07-25,40,140.0883217,401.3586335,83.81209217
2019-07-26,44.7,138.0569983,408.9369575,89.55971115
2019-07-27,42.9,139.8743961,406.9829432,84.22955001
2019-07-28,41.3,142.1940049,411.1427786,74.41519754
2019-07-29,43.1,142.7656883,419.7234072,72.30362175
2019-07-30,49.2,140.1111976,422.2970481,77.31952316
2019-07-30,58,140.1111976,422.2970481,77.31952316
2019-07-31,39.5,143.4066699,408.6677462,73.02420859
2019-07-31,44.5,143.4066699,408.6677462,73.02420859
2019-08-01,35.9,141.6773551,410.5898373,72.55429044
2019-08-02,44.1,142.7592313,429.4568971,72.82115421
2019-08-03,42.6,142.277216,358.5707942,70.39384462
2019-08-04,34.4,143.085431,375.3024953,71.20483138
2019-08-05,36.8,141.4231694,379.6142374,71.08178236
2019-08-06,36.2,139.7831007,355.1806326,72.50418902
2019-08-07,41.2,137.9030724,381.998011,92.66933397
2019-08-07,52.6,137.9030724,381.998011,92.66933397
2019-08-08,51.5,134.5127247,419.8688845,94.84217967
2019-08-08,66.1,134.5127247,419.8688845,94.84217967
2019-08-09,57.8,133.4572491,458.2621669,93.57845442
2019-08-10,43.4,138.0245302,408.3678458,86.01737643
2019-08-11,49.2,136.3760475,423.7505574,90.25912869
2019-08-12,44.7,136.9121585,422.4729805,88.24323997
2019-08-13,52.7,136.1631487,426.1717512,92.51833181
2019-08-14,45.3,137.5880429,414.4163923,86.06935576
2019-08-15,52,135.7739121,420.5380839,93.66154167
2019-08-16,50.3,137.1189317,440.5964391,87.88633429
2019-08-17,42.2,138.5694736,385.4748448,84.20696157
2019-08-18,43.2,138.0443001,400.0004705,87.29693622
2019-08-19,41.8,137.5724458,383.8034375,87.21458147
2019-08-20,38.6,138.6126832,362.3102073,78.3526878
2019-08-21,43.5,137.2020219,384.4026519,82.57547086
2019-08-22,41.2,139.0774418,391.4394772,79.70290716
2019-08-23,44.1,138.3601544,405.6319185,82.70298307
2019-08-24,42.4,137.9919941,385.4521924,79.45586974
2019-08-25,43.4,137.0961482,382.1175351,83.35840274
2019-08-26,41.4,137.1908291,369.5088635,82.27024173
2019-08-27,38.3,138.2049153,372.6913469,80.90155498
2019-08-28,37.2,138.2609711,352.1330717,80.49846179
2019-08-29,41,137.6778636,368.6102403,80.77908597
2019-08-30,42.2,137.8208106,361.5876446,75.03239167
2019-08-31,35.4,140.773399,348.0689242,68.73578772
2019-09-01,36.8,138.4982311,354.3164847,67.96905597
2019-09-02,39.6,138.4074752,361.0554882,67.40134283
2019-09-03,38.5,135.8597509,336.0461679,76.20100426
2019-09-04,40.2,136.8704449,342.1229462,76.62897344
2019-09-05,41.4,138.3092702,360.747082,80.11779792
2019-09-06,40.7,138.4023602,380.7762933,79.23380074
2019-09-07,46.3,138.8379131,411.8972958,84.85441302
2019-09-08,42.6,138.4865562,389.5550913,83.2172368
2019-09-09,40,138.0168432,376.6959781,82.82048111
2019-09-10,32.9,138.1988359,399.8955458,83.89698615
2019-09-11,44.2,134.3097387,373.3540585,83.20808235
2019-09-12,42.8,135.6040398,367.1602268,84.26256369
2019-09-13,44.6,134.0558631,361.0980862,90.96842369
2019-09-14,42.8,133.4535125,354.5916547,90.46118949
2019-09-15,46.3,134.4585938,378.7369744,87.20806336
2019-09-16,40.4,134.7693341,342.2717684,84.79863096
2019-09-17,37.8,136.2896654,333.5281913,68.99787162
2019-09-18,40,133.7614228,327.8830739,69.2144454
2019-09-19,36.5,138.3740748,346.4766294,68.03385581
2019-10-27,34.8,131.9971009,370.5990379,54.76653977
2019-10-27,44.5,131.9971009,370.5990379,54.76653977
2019-10-28,44.1,131.9970135,335.1989467,60.1958487
2019-10-29,42.5,132.5120272,321.721166,33.32452718
2019-10-30,37.9,135.3616592,317.6432245,61.78515764
2019-10-31,44.8,132.6765634,351.1857411,71.04292274
2019-11-01,39,134.6317713,317.6193075,78.67077904
2019-11-02,39.1,134.8381207,323.4018438,79.56731757
2019-11-03,39.3,134.4477651,321.5478339,77.08215642
2019-11-04,37.6,135.7220135,324.4698018,63.06035678
2019-11-05,37.8,137.007211,328.6872984,58.00840498
2019-11-06,37.1,136.6245013,329.723912,66.88451937
2019-11-07,37.3,136.7617859,324.7784392,61.45667578
2019-11-08,37.8,135.596905,323.0159741,67.5707496
2019-11-09,38.1,136.2466061,325.9375918,64.51955508
2019-11-10,38.2,137.6141549,327.5432305,56.78051957
2019-11-12,35.3,144.5775026,322.8005485,38.37887045
2019-11-12,36.3,144.5775026,322.8005485,38.37887045
2019-11-13,28.8,141.0337936,322.518992,51.08195463
2019-11-14,32.8,137.5881789,331.1972411,57.07250901
2019-11-14,36.8,137.5881789,331.1972411,57.07250901
2019-11-15,39.5,135.6204354,328.672379,54.75940781
2019-11-16,39.6,136.7051803,334.7765584,52.03636048
2019-11-17,38,137.3925046,322.6102202,50.36080505
2019-11-18,36.2,138.2673753,331.7390896,51.64810783
2019-11-19,36.5,137.2219143,318.5230698,55.1461955
2019-11-20,35.4,136.9817369,316.2363085,64.39428237
2019-11-21,36.2,136.0549268,321.537524,70.74467207
2019-11-22,37.6,135.4768457,321.1841328,61.18305483
2019-11-23,32,136.3883523,326.4488386,60.52977896
2019-11-24,37.5,137.152551,334.5059123,60.29015012
2019-11-25,37.8,136.818136,331.1812417,59.20292623
2019-11-26,39,135.8906124,335.4190341,57.76148716
2019-11-27,39.7,134.7442366,328.7623017,60.28387287
2019-11-28,40,135.7802958,327.9293365,61.97417567
2019-11-29,39.4,137.2926865,332.7122133,60.40308182
2019-11-30,38.9,137.8879787,333.9561989,58.49419053
2019-12-01,38.4,137.7839687,343.4013175,61.81743687
2019-12-02,38.3,137.2027675,337.6840607,59.64722423
2019-12-03,38.4,136.4770516,321.7437807,60.02167306
2019-12-04,38.3,137.0549956,325.4782035,57.82647439
2019-12-05,39,135.5694715,325.5094661,60.22525359
2019-12-06,39.8,134.2924566,320.5738129,57.5106504
2019-12-07,39.8,136.5125603,321.6167034,53.6996141
2019-12-08,37.4,137.4418385,323.3640894,55.2206427
2019-12-09,38.2,136.3878645,324.7368732,57.75916907
2019-12-10,38.5,137.1878628,330.7129544,57.78433364
2019-12-11,36.8,136.9651311,326.524298,57.65030792
2019-12-12,37.4,136.3333537,321.7262837,55.92883341
2019-12-13,37.3,136.4340092,328.6369438,55.53430518
2019-12-14,35.3,136.88293,316.822243,56.80614607
2019-12-15,36.6,136.9719963,323.5587582,57.02373358
2019-12-16,36,136.8302582,320.535985,57.9548532
2019-12-17,37,137.6107351,322.9573543,57.2108349
2019-12-18,37.3,135.242918,322.0602136,59.32808088
2019-12-19,37.4,135.8130271,319.0885816,59.10105407
2019-12-20,38.3,134.1432413,318.6271828,62.54916381
2019-12-21,39.5,135.4571703,324.7054961,62.20209936
2019-12-22,38.9,136.4074611,321.0562468,59.30976148
2019-12-23,37.1,137.0709962,327.3866179,59.47432755
2019-12-24,37.5,135.3735405,316.3046732,63.08511951
2019-12-25,38.2,134.2539729,315.4138999,66.0912593
2019-12-26,38,135.4840204,322.2427258,71.41147302
2019-12-27,38.2,136.5171283,326.5070767,79.40861559
2019-12-28,37.3,135.2423248,321.7089616,62.64008641
2019-12-29,37.5,134.8893335,321.8887775,66.48495852
2019-12-30,38.7,136.082258,323.9222217,62.36130295
2019-12-31,38.5,136.0405169,316.5254822,63.58898611
2020-01-01,38,136.9126107,327.7821391,62.28324454
2020-01-02,35.8,137.3528862,324.7416962,62.64046249
2020-01-03,34.9,138.8241326,321.0140851,57.10574789
2020-01-04,35.8,136.0044794,325.3124916,57.8669777
2020-01-05,37,136.5597348,327.1269985,57.13790134
2020-01-06,38.8,136.8982346,329.3474984,57.62634958
2020-01-07,38.8,137.0457359,326.5767638,56.36330908
2020-01-08,37.8,137.1308704,329.8951857,57.10381007
2020-01-09,37.3,136.6937402,320.7377047,53.28814304
2020-01-10,38.5,136.7199022,336.6783056,52.19799403
2020-01-11,38.1,137.2978776,323.3550522,51.7982096
2020-01-12,36.1,136.9519017,316.1587075,51.98442036
2020-01-13,37.3,136.2448499,324.3045204,49.59143595
2020-01-14,36.6,136.9420011,322.0276522,53.09097076
2020-01-15,36.9,135.5911921,320.4039852,51.55995743
2020-01-16,37.6,135.826508,331.6796387,54.81558456
2020-01-17,35.4,137.2320579,316.7658676,49.37011996
2020-01-18,34.9,135.1425345,332.6662514,51.38572936
2020-01-19,32.6,135.8192031,323.7030936,51.66702401
2020-01-20,36.9,134.529448,321.7422649,52.97884544
2020-01-21,39.9,133.5397713,323.1711162,52.67787134
2020-01-22,38.4,136.0367803,325.9458651,53.88500584
2020-01-23,38.2,136.1821345,323.8959889,54.67716732
2020-01-24,38,136.3166939,328.9719091,54.2090885
2020-01-25,38.4,135.8282691,326.2748323,57.485991
2020-01-26,38.6,133.5108925,325.1944405,66.23770731
2020-01-27,38.9,137.8281747,322.6386647,54.52722275
2020-01-28,37.5,136.7558099,330.6243502,55.18218806
2020-01-29,35.9,138.0280246,316.7650183,52.06070807
2020-01-30,35.7,136.5437531,320.9946901,53.75638072
2020-01-31,38.3,134.8104233,320.6021473,56.91946449
2020-02-01,38.6,134.6351436,321.3787272,64.52512892
2020-02-02,38.7,136.2975742,327.3686034,54.95237274
2020-02-03,38.5,136.9656775,326.361359,56.70597653
2020-02-04,37.3,136.89161,324.4647834,56.0795
2020-02-05,37.4,136.5291386,327.18663,53.27533519
2020-02-06,39.6,138.4861243,331.2716649,48.18423762
2020-02-07,36.2,138.7259062,325.9937991,54.26650193
2020-02-08,35.7,137.5648161,335.7603154,53.83158943
2020-02-09,37.8,137.1393335,336.1416171,55.37487878
2020-02-10,37,137.3121661,328.8921996,56.10448467
2020-02-11,36.1,137.9668292,322.6641742,56.6370162
2020-02-12,36.4,138.4160731,335.0809713,57.39059446
2020-02-13,36.1,136.9503031,323.9681692,59.64698706
2020-02-14,37.8,135.4779827,321.550973,61.38551895
2020-02-15,37.9,135.6762705,322.0813112,59.82753686
2020-02-16,37.3,136.8349082,322.0317583,62.22641182
2020-02-17,37.3,136.7539281,322.8914393,59.96146527
2020-02-18,36.9,136.4546986,322.6247205,59.97139764
2020-02-19,36.6,137.0702748,324.8320986,60.7564155
2020-02-20,37.6,135.8285315,328.4684252,61.0300153
2020-02-21,38.5,135.1263939,319.6318047,63.20361165
2020-02-22,38.3,136.2427522,327.2411833,60.7563076
2020-02-23,38.5,134.2296745,317.3067068,63.23655082
2020-02-24,37.1,136.436913,316.1813705,62.5457818
2020-02-25,36.8,136.5384927,326.5828532,65.8904927
2020-02-26,37.5,136.1744228,329.5544587,70.74626684
2020-02-27,37.1,135.4808309,318.3441627,68.28933147
2020-02-28,41.4,134.5396269,325.9580073,63.13856265
2020-02-29,41.9,135.3629777,322.5144474,62.17971322
2020-03-01,36,136.9332697,316.5315711,58.90354242
2020-03-02,37.2,136.2393956,323.6264296,69.89930515
2020-03-03,37.9,134.8343236,313.4221747,66.13641273
2020-03-04,35.7,136.8161557,318.629941,64.24636474
2020-03-05,37.8,134.8011746,318.1514696,67.13472642
2020-03-06,37.2,135.4686726,313.0750977,64.31397792
2020-03-07,37.3,133.7710864,317.1966605,70.30283002
2020-03-08,37.7,134.4826771,323.1290064,68.96720539
2020-03-09,37.4,136.0221753,323.0300077,64.08588003
2020-03-10,37.8,134.194896,318.708704,58.53246294
2020-03-11,39.3,134.2204989,331.0082498,74.08284681
2020-03-12,39.5,133.7875512,319.9920201,65.81773384
2020-03-13,40,134.2962979,312.8824231,57.19020135
2020-03-14,37.7,135.8984489,320.1822414,57.81727637
2020-03-15,37.8,135.2579397,320.7660474,60.24658851
2020-03-16,38.3,134.7170209,320.3457653,59.5474358
2020-03-17,39.1,135.9023302,324.6031273,57.72800184
2020-03-18,37.7,136.0768086,326.2823074,55.31838246
2020-03-19,37.9,135.4224672,325.4097161,63.74513032
2020-03-20,37.6,134.6259462,319.223084,63.97774134
2020-03-21,37.6,136.3618549,328.6311366,54.45563595
2020-03-22,38.1,134.4614251,322.503468,56.44240488
2020-03-23,38.5,134.1687189,322.6319978,54.54531828
2020-03-24,38.9,134.1687977,319.9148227,58.96693025
2020-03-25,37.7,135.326247,314.5302786,56.75079297
2020-03-26,38.4,135.0872357,321.8656746,59.25142721
2020-03-27,38.2,135.0788565,314.1987126,66.31224562
2020-03-28,38.4,135.5074246,319.678528,74.15244884
2020-03-29,38.1,135.1089294,321.4490805,72.68118514
2020-03-30,38.4,135.1870515,326.3425159,74.3443628
2020-03-31,38,134.9254279,323.8762326,63.65563549
2020-04-01,37.4,135.6465086,325.0268416,68.00547801
2020-04-02,37.5,134.3309731,331.8707542,83.00832229
2020-04-03,39.8,133.8835414,326.0351045,75.36309741
2020-04-04,39.9,133.0370686,329.3543574,74.65576503
2020-04-05,40.7,133.3384847,320.1795516,70.3062583
2020-04-06,39.7,133.3045401,316.0106437,72.93723305
2020-04-07,39.8,134.9656983,316.6944271,77.44713933
2020-04-08,36.5,136.5584444,326.1948767,76.05786333
2020-04-09,41.1,136.5109265,367.9746955,91.54688269
2020-04-10,39.9,133.7411054,322.5935663,77.83381791
2020-04-11,39.9,135.9812804,317.0691608,77.79054044
2020-04-12,39.7,135.948919,321.3354614,79.84548213
2020-04-13,35.1,137.0224413,320.1708073,76.9732479
2020-04-14,35.3,137.2868831,315.658561,80.05455118
2020-04-15,34.8,135.0196149,323.6774217,78.10978174
2020-04-16,36.7,134.0480142,325.0218294,78.04590807
