,RVP_LAB,S.B5.213TI2804,S.B5.213PI2806,S.B5.213FC2602
2015-12-30,37.4,131.7808993,306.4564271,82.95249251
2015-12-31,35.8,133.9605954,308.9022517,78.85433737
2016-01-01,35.7,131.1538462,318.7116523,100.1553699
2016-01-02,39,132.8611572,324.192416,88.53511563
2016-01-03,37.4,131.4594849,327.069968,90.07107617
2016-01-04,39,131.0303264,329.1800068,93.70761527
2016-01-05,40.6,130.2655851,327.9652983,90.94384965
2016-01-06,37.7,130.6050962,318.8617156,92.5275748
2016-01-07,38.9,131.1860802,323.2809924,90.97736079
2016-01-08,39,130.4032611,327.1355136,89.17848455
2016-01-09,41.6,130.6424113,318.6959644,87.26247385
2016-01-09,38.8,130.6424113,318.6959644,87.26247385
2016-01-10,38.8,131.6712432,310.6399059,90.31721338
2016-01-11,36.6,132.7437545,314.7122621,92.88368368
2016-01-12,37.9,132.7396148,318.793721,95.51100654
2016-01-13,36.3,133.7092133,317.3087443,90.40220337
2016-01-14,38.9,132.698716,310.526484,88.32771934
2016-01-15,36.6,132.6366806,308.508483,89.52678601
2016-01-16,39.4,132.198169,318.4881273,90.59070783
2016-01-17,36.8,132.1820325,319.2558326,90.90589142
2016-01-18,37.4,131.4049381,322.6913462,91.45656772
2016-01-19,37.2,130.9838839,324.9340157,90.07754176
2016-01-20,39.2,131.1919467,329.4585787,91.24112937
2016-01-21,41.3,130.3557914,312.5529927,89.92591692
2016-01-22,41.5,130.5245036,318.2088088,88.1560927
2016-01-23,42.4,130.2444909,312.6837294,93.42700729
2016-01-23,37.6,130.2444909,312.6837294,93.42700729
2016-01-24,36.9,131.4736198,319.030936,91.28130698
2016-01-25,39.3,131.4626515,313.7081348,95.56864028
2016-01-26,38.6,130.8566491,315.0091132,92.90963106
2016-01-27,37.3,133.0529767,318.2450632,87.94466592
2016-01-28,39.2,130.6035106,315.8840755,92.35554004
2016-01-29,37.1,132.2180622,318.702219,95.29143396
2016-01-30,38.7,131.8894032,313.9026416,93.24263363
2016-01-31,37,132.6296626,316.0618982,95.84537669
2016-02-01,38.2,132.4356658,314.966923,94.63499779
2016-02-02,37.8,131.9383664,320.4829287,92.54296081
2016-02-03,34.7,131.169665,316.0691295,94.87941688
2016-02-04,38.7,130.8470623,324.9931968,93.55454612
2016-02-05,37.2,130.5485772,330.976119,95.37911056
2016-02-06,39.1,129.3307878,312.0614098,95.45019926
2016-02-07,39.1,130.1328307,322.9216163,90.04228493
2016-02-08,38.7,130.2142139,323.8060644,94.08542353
2016-02-09,36.6,130.2480528,322.4078068,93.92299922
2016-02-10,36.8,129.9254072,315.0444775,96.35116293
2016-02-11,41.1,130.3363323,317.4398173,94.34256955
2016-02-12,37.6,131.3296562,312.459805,93.17891545
2016-02-13,37.1,132.8168237,313.4160318,94.33639896
2016-02-14,37.5,132.4901493,313.0417008,96.91175323
2016-02-15,35.4,132.1343428,308.3893939,100.3496871
2016-02-16,38.6,132.7373584,313.525103,99.74565631
2016-02-17,37.6,132.8710402,311.900145,97.9060303
2016-02-18,36.7,132.7215874,320.9840429,97.27386249
2016-02-19,37.3,131.8301176,331.9485474,101.0642328
2016-02-20,38.8,131.3110628,329.8276925,100.2691084
2016-02-21,39.1,131.1397098,312.0337701,100.0484934
2016-02-22,34.3,130.6305541,319.5965386,101.0322212
2016-02-23,38,131.7207563,327.6767931,98.98023915
2016-02-24,38.1,131.2009309,327.4328169,105.0877917
2016-02-25,41.4,130.7339802,328.4938037,102.0451018
2016-02-26,39.6,131.9788175,320.9275181,100.8264478
2016-02-27,37.9,132.2702502,319.1175924,103.3387603
2016-02-28,34.9,131.4634892,318.1251028,104.9372886
2016-02-29,37.7,130.3921759,317.495232,102.1998126
2016-03-01,38.8,130.5429212,321.7753187,101.9484238
2016-03-02,40.5,131.5607345,325.7439193,103.2006519
2016-03-03,38.8,131.3926738,320.4067984,105.9340162
2016-03-04,36,132.7600326,322.8951767,100.2248653
2016-03-05,37.6,132.7668126,323.3010441,98.01195476
2016-03-06,36.8,132.063853,321.8395142,90.19795248
2016-03-07,37.4,131.2292191,317.4966845,94.72737069
2016-03-08,38.3,131.3495567,322.5845277,95.61956572
2016-03-09,40.9,130.4465036,320.4313931,95.44357433
2016-03-10,39,131.2891889,322.3095033,94.86439356
2016-03-11,38.6,130.9039307,326.2368053,95.68268048
2016-03-12,40.3,129.9802169,324.8188109,96.54138336
2016-03-13,40.2,130.9011281,318.3171374,95.87232189
2016-03-14,39.5,131.8928068,316.5724339,93.0207367
2016-03-15,40.1,131.5922824,317.8269617,95.73568299
2016-03-16,39.5,132.9581852,316.5685652,95.48200331
2016-03-17,37.1,133.3308809,323.2157359,95.54823692
2016-03-18,39.3,133.5608523,320.0197689,95.07823714
2016-03-19,38.3,133.1590133,326.3761368,95.90283711
2016-03-20,38.6,131.6199127,315.1050096,97.09836367
2016-03-21,35.8,132.56774,324.0064294,94.12124412
2016-03-22,36.5,132.0034506,325.6417186,92.54423216
2016-03-25,38.1,134.6566814,350.102777,89.84337419
2016-03-26,38.4,130.665325,328.5872196,93.36330203
2016-03-27,39,131.5727181,324.0632233,90.95712987
2016-03-28,37.8,130.4020842,318.9902259,92.01689892
2016-03-29,37.6,132.012748,317.57365,91.2259496
2016-03-30,39.1,132.1810232,317.4250977,89.59481707
2016-03-31,40,131.5510042,317.3606461,93.7893608
2016-04-01,39.5,131.3020519,314.7725178,94.40184913
2016-04-02,39.8,130.3627427,305.7699102,97.39931308
2016-04-03,39.6,133.0430517,314.0641681,92.81371855
2016-04-04,38.7,131.0568525,310.2941981,97.90564852
2016-04-05,37.5,133.3141272,317.14844,95.05903544
2016-04-06,36.3,130.661742,329.7462218,100.6011591
2016-04-07,38.8,131.0010107,324.1060272,97.42665266
2016-04-08,37.9,131.3502897,327.3052076,96.24135459
2016-04-09,38,131.1911333,319.6328764,94.69977557
2016-04-10,38.7,130.5679304,319.5916321,98.9255767
2016-04-11,38,131.1025498,308.0020457,97.52505365
2016-04-12,39.5,130.4668609,322.5142009,84.28963897
2016-04-13,37.1,131.9316246,318.6949433,92.56082748
2016-04-14,39.5,131.1212621,318.2234891,92.88324389
2016-04-15,39.4,131.9407758,308.4968675,64.73004653
2016-04-16,34.1,131.9057126,316.4574083,56.30760196
2016-04-17,37.2,132.2689662,312.0294319,59.3205248
2016-04-26,39.4,132.8146312,304.8297495,66.60649511
2016-04-27,41.3,132.3543726,330.4734798,79.60803744
2016-04-28,35.1,132.2633699,311.5557972,73.28638988
2016-04-29,37.1,132.0754131,326.5608829,63.83636006
2016-04-30,38.2,131.5734906,316.2529898,91.20888391
2016-05-01,36.5,134.1153521,326.8563119,91.50595492
2016-05-02,40.2,132.0705927,336.8731561,91.1013462
2016-05-03,40.5,133.1145003,328.5818624,90.34192686
2016-05-04,40.4,132.8178366,319.0995896,90.34406137
2016-05-05,36.8,134.2236243,316.5097637,91.30066299
2016-05-06,37.1,135.3074617,333.5469599,88.53935061
2016-05-07,37.5,133.9407825,330.2591255,88.59187866
2016-05-08,36.9,131.8636911,322.3157503,95.09369398
2016-05-09,37.2,132.0139702,319.5596039,92.25978735
2016-05-10,34.3,132.1565957,319.2523821,93.37058247
2016-05-11,37.4,132.3198579,323.3818738,93.11148736
2016-05-12,38.2,130.970697,313.4142579,95.36991171
2016-05-13,39.7,132.2853887,315.6174005,83.70590825
2016-05-14,36.8,130.1880062,315.7661629,102.5697518
2016-05-15,37.9,131.129951,319.888721,98.40000897
2016-05-16,35.9,133.8054314,340.3652806,96.56121856
2016-05-17,41.5,131.3523336,317.8409071,99.54962487
2016-05-18,38.5,131.5737815,319.9671809,95.40259031
2016-05-19,40,130.7210544,315.9011799,94.84773813
2016-05-20,37.2,131.5051718,318.0115323,95.72896313
2016-05-21,41.4,130.6458556,317.2346659,94.32416293
2016-05-22,40.8,131.6673467,322.0482391,94.15475299
2016-05-23,38.6,132.7384155,321.476793,94.94504072
2016-05-24,37.9,133.6940391,335.2574553,94.32633158
2016-05-25,36.8,130.7704108,318.9025393,99.7009248
2016-05-26,39.6,131.6580627,332.7190859,92.71194293
2016-05-27,39,133.4937816,360.5118649,96.14385531
2016-05-28,38.8,132.4627356,343.0321875,97.61939451
2016-05-29,37.9,132.0529215,329.8835312,94.57417935
2016-05-30,44.2,132.1389178,344.5400077,94.71879362
2016-05-31,38.7,131.9083067,326.6501056,90.74020337
2016-06-01,40.5,130.3185618,309.4053552,95.13915008
2016-06-02,39.9,130.7694713,311.6903912,97.52381705
2016-06-03,40.3,132.664433,318.5012719,94.59148443
2016-06-04,37.9,136.7853222,350.4027662,90.94741094
2016-06-05,36.5,131.7492626,317.256282,97.8348298
2016-06-06,38.7,133.0771019,322.9596598,94.47923619
2016-06-07,39.8,131.7324702,309.6444222,94.66465716
2016-06-08,38.7,133.2167597,320.0200453,93.83814702
2016-06-09,37.5,132.7235437,326.8599007,94.20524351
2016-06-10,36.2,132.0680211,319.8670613,94.8981476
2016-06-11,37.3,131.2470076,315.4613064,95.3542034
2016-06-12,37.5,132.9188244,334.2853146,93.92405595
2016-06-13,36,133.8733593,326.7787755,95.26326991
2016-06-14,39.7,131.9645396,316.9042412,96.74405981
2016-06-15,39.9,131.4811162,315.6172587,94.82856988
2016-06-16,42.3,132.8238387,340.818777,96.05553775
2016-06-17,39.4,134.1220064,341.454048,92.91776218
2016-06-18,37.3,133.7048482,342.0950274,97.32021917
2016-06-19,36.8,132.5116635,329.6025883,90.22809266
2016-06-20,39.6,131.4926395,330.2521326,95.07345124
2016-06-20,45.4,131.4926395,330.2521326,95.07345124
2016-06-21,42,133.1572932,340.4937967,95.33426831
2016-06-22,38.9,134.4102525,328.935255,94.26523614
2016-06-23,38.5,135.9608718,343.0392797,95.38307884
2016-06-24,37.3,135.707485,352.7923742,94.72091766
2016-06-25,38.4,134.1794577,345.4571905,97.03932464
2016-06-26,39.5,132.442719,325.4740183,93.25270513
2016-06-27,35.9,133.3228495,325.6312276,92.09284454
2016-06-28,38.7,132.8127078,324.7772789,92.75820589
2016-06-29,39.1,133.0062526,336.9859458,95.93397334
2016-06-30,41.4,134.0764222,332.1709665,91.92906677
2016-07-01,38,134.0871098,360.7383324,96.11110272
2016-07-02,38,135.1808649,405.5304972,99.50152573
2016-07-03,39.6,135.316392,353.1713177,93.78954714
2016-07-04,41.6,131.7587405,323.6635459,97.22136369
2016-07-05,38.4,133.2892245,316.5894598,95.72763152
2016-07-06,38.7,135.039346,339.6926748,63.67437348
2016-07-07,37.3,132.7702155,313.3805472,85.80343944
2016-07-08,39.2,134.9615921,342.8141893,95.13095808
2016-07-09,35.8,136.8144361,349.9092713,89.14546117
2016-07-10,40,134.9945016,350.401481,95.66768464
2016-07-11,40.4,132.3218221,360.723069,98.33988326
2016-07-12,38.8,134.3703847,379.0186026,95.55048987
2016-07-13,39.3,131.6993081,349.7974837,98.46174942
2016-07-14,42.6,133.9609733,418.8694061,97.21110171
2016-07-15,40.7,132.8424187,372.2628055,99.09928265
2016-07-16,39.9,133.3532848,343.891848,94.01961302
2016-07-17,42.3,132.2531311,330.6536619,93.96261136
2016-07-18,41.7,132.5782996,361.6514077,97.77468211
2016-07-19,44.1,131.8735276,353.9131171,97.75366423
2016-07-20,43.6,131.6681422,344.2167301,97.02047982
2016-07-21,40.2,132.1625798,346.7795224,97.04064779
2016-07-22,41.9,132.8928522,339.4145225,95.32638366
2016-07-23,37.7,134.0352668,346.2577967,95.45565859
2016-07-24,40.2,134.9156714,359.2226793,95.06952026
2016-07-25,42.1,134.5902178,390.9739606,97.62986834
2016-07-26,41.6,132.1498555,384.5168697,100.5863739
2016-07-27,47.6,131.1325311,400.7889771,103.5608276
2016-07-28,46.7,132.8174579,430.6427527,102.7101066
2016-07-29,50.4,131.1818749,426.8746188,104.2234848
2016-07-30,42.9,132.107104,420.5295964,95.19731534
2016-07-31,49.3,129.6214434,381.7208837,103.0396082
2016-08-01,52,131.870446,394.3559597,101.925599
2016-08-02,45,130.8987599,370.6652182,102.3921666
2016-08-03,41.4,133.2179063,385.2464943,97.05375789
2016-08-04,48.4,132.6002805,373.3441673,97.38946088
2016-08-05,48.5,131.7063717,380.2871832,97.6469662
2016-08-06,49.7,131.9345987,372.1851002,97.87755776
2016-08-07,47.4,132.5928157,376.8226319,95.69437169
2016-08-08,42.3,133.506668,381.3712781,94.19078445
2016-08-09,52.1,132.6202186,404.3570551,98.70413833
2016-08-10,43.7,134.0812099,383.1586671,96.476354
2016-08-11,44.4,133.7382118,397.4527801,94.3289669
2016-08-12,45.3,133.0445889,414.4935092,98.10624499
2016-08-13,41.9,133.9429856,425.7433004,95.35508703
2016-08-14,48.5,132.9518311,439.9453281,99.36425592
2016-08-15,45,133.6101736,440.2960143,96.22146888
2016-08-16,50.6,131.8798273,386.8826381,95.72449228
2016-08-17,44.6,131.7682407,400.3517415,95.89757203
2016-08-18,47.3,131.5363276,393.1832616,97.05336886
2016-08-19,41.5,132.3014089,368.8859405,94.40499229
2016-08-20,49.1,131.549972,384.8354957,97.84428812
2016-08-21,51.4,129.8972227,394.9163361,100.1920539
2016-08-22,51.4,130.4859265,398.5575296,98.87811335
2016-08-23,52.2,129.7943062,388.1756646,100.9648773
2016-08-24,45.1,130.7202866,370.2574853,97.92859434
2016-08-25,44,130.5090638,384.6132121,98.16924455
2016-08-26,47,130.5473175,438.7860458,101.0847104
2016-08-27,41.5,131.2249475,347.9348416,95.92248761
2016-08-28,41.9,130.3751294,339.9764185,98.19561632
2016-08-29,37.2,130.6295229,321.030517,97.43598967
2016-08-30,38,130.6181364,320.9284017,98.94159258
2016-08-31,40.3,130.4198883,345.0397968,98.77272948
2016-09-01,47.1,131.0014366,372.7954342,99.09759224
2016-09-02,45,130.2975055,363.5189546,99.49969088
2016-09-03,46.4,128.373936,327.8976088,99.68957463
2016-09-04,45.1,130.9820011,362.1713767,95.44128724
2016-09-05,42.6,130.9686617,337.4963596,95.85998814
2016-09-06,47.4,130.1477257,361.5593018,96.86093892
2016-09-07,46.8,130.6501531,366.3389084,97.8912489
2016-09-08,41.6,128.3287123,337.7652854,97.97465581
2016-09-09,42.1,129.8492505,347.0493577,97.52908261
2016-09-10,42.1,131.5704137,350.4174284,97.69728985
2016-09-11,42.1,130.3356862,337.2729625,95.72148769
2016-09-12,42.7,132.3547767,361.0348371,89.12868719
2016-09-13,39.1,133.3202025,346.2041511,88.05922698
2016-09-14,40.6,133.0103495,344.6766518,87.08962183
2016-09-15,39.9,133.1948965,362.4934891,88.70531374
2016-09-16,39.4,132.9171622,359.0837092,91.15557764
2016-09-17,44,131.7958815,337.3928466,90.5052249
2016-09-18,43,131.7378651,334.737392,90.62160717
2016-09-19,43.9,130.5136692,327.7976188,96.69885472
2016-09-20,43.6,129.4909335,322.6420971,99.13772135
2016-09-21,44.3,128.8879001,340.2513065,98.6107831
2016-11-12,98.6,105.7634452,345.09516,61.7026875
2016-11-12,37.6,105.7634452,345.09516,61.7026875
2016-11-13,41.4,129.1684101,296.7601397,70.31048762
2016-11-14,41.4,131.7683556,318.9421721,59.24497323
2016-11-15,40.6,130.482267,315.9404106,76.33157451
2016-11-16,40.1,133.1772035,315.4675562,77.79705168
2016-11-17,40.8,132.3107821,318.7862343,79.31171451
2016-11-18,41.9,132.3129527,317.4028336,90.48582332
2016-11-19,38.5,133.8555769,316.619837,93.80406995
2016-11-20,39.9,133.1948414,329.6432013,82.56425311
2016-11-21,44.7,132.6888884,323.433259,85.64627294
2016-11-22,38.9,133.2966675,321.2100012,90.67067108
2016-11-23,39,133.0624171,328.9925026,88.51562193
2016-11-24,38.4,133.1865573,313.2777695,83.3589111
2016-11-25,39.2,132.8060879,316.1418106,81.92280795
2016-11-26,37.9,135.054597,321.3739214,77.0300501
2016-12-11,43.3,122.0859848,374.2071042,64.50084225
2016-12-12,38.8,132.4030408,309.1373472,67.88558685
2016-12-13,40.4,132.7899479,318.0512759,83.39399908
2016-12-14,44.4,132.3968017,312.1507549,88.05848258
2016-12-15,39.1,132.382812,317.1500198,86.20259274
2016-12-16,41.2,131.3915326,310.8868129,86.80720496
2016-12-17,37.5,132.248626,335.4968089,85.76984085
2016-12-18,38.5,132.4827786,326.9215268,90.02979215
2016-12-19,41.3,131.9776715,318.8276903,86.43052636
2016-12-20,39.7,131.9185593,318.0236923,88.09390483
2016-12-21,39.8,132.7830361,313.0989867,86.2264936
2016-12-22,37.7,130.9049326,320.10087,88.00482628
2016-12-23,41.4,131.6646909,312.51226,85.25455218
2016-12-24,42.6,131.5798183,319.0356412,85.4508227
2016-12-25,38.5,132.5476089,306.9546802,86.08623901
2016-12-26,38.5,133.2431179,313.5826249,88.22264614
2016-12-27,38.9,132.7175163,309.3855185,85.80991783
2016-12-28,41,132.1048178,315.0398228,81.26954587
2016-12-29,40.7,132.3711879,309.4306651,78.97835181
2016-12-30,39.5,131.8557839,317.0823263,82.2243875
2016-12-31,38.4,132.9381277,311.6185911,83.33832141
2017-01-01,39.7,133.2961578,318.7726134,76.79434404
2017-01-02,38.2,133.9888144,307.4848362,80.52746432
2017-01-03,49.4,132.178465,314.5210592,90.21848773
2017-01-03,37.8,132.178465,314.5210592,90.21848773
2017-01-04,38.4,132.9257429,320.8833964,79.68032339
2017-01-05,39.8,132.2804572,311.7247851,87.24862763
2017-01-06,40.6,133.3227052,319.5504471,86.05925408
2017-01-07,40,133.9926925,325.1968948,87.11579063
2017-01-08,41.2,131.6519973,315.5107006,88.43163041
2017-01-09,38.7,133.1392049,316.8122325,87.63059565
2017-01-10,40.1,132.0637078,311.6292016,87.44097517
2017-01-11,39.7,133.3880466,313.2251108,85.28581523
2017-01-12,39.4,133.0102467,313.7099602,90.64885985
2017-01-13,38.9,132.7376322,323.1362294,90.31418087
2017-01-14,38.2,134.153714,322.9640328,89.64086905
2017-01-15,38.2,133.437114,324.3820443,92.31309568
2017-01-16,40.3,131.9516572,315.1324928,91.96446015
2017-01-17,36.5,132.0909082,321.0575111,89.24009891
2017-01-18,40.8,131.9750811,313.9776633,86.75111337
2017-01-19,40.1,132.6389782,322.8654278,92.0733331
2017-01-20,41.7,132.8917177,320.5811444,91.81480076
2017-01-21,40.4,133.6472683,323.6462099,91.3841438
2017-01-22,39,133.214623,321.2432764,93.2184529
2017-01-23,38.4,132.3281415,330.3326078,92.52104694
2017-01-24,39.8,132.437484,315.0613397,89.24163291
2017-01-25,40.2,133.5005766,326.2681158,92.03769145
2017-01-26,39.4,133.8629048,324.6146657,87.40799302
2017-01-27,35.3,132.8982696,316.8450429,90.83323373
2017-01-28,40.4,132.7101587,315.6875779,87.97436519
2017-01-29,33.4,133.1744937,321.5573682,87.07995402
2017-01-30,35.7,133.1513014,320.4739985,91.09988921
2017-01-31,33.4,132.6876715,317.7231105,88.3211819
2017-02-01,34.7,132.3454207,315.3868931,87.60658436
2017-02-02,33.4,132.4241236,315.1760221,88.04567165
2017-02-03,39.3,131.268787,324.1824883,89.42087819
2017-02-04,36.7,131.4522984,321.2111266,90.15623262
2017-02-05,38.5,132.0094108,318.2811783,87.68105848
2017-02-06,35.6,131.5770846,323.6609666,89.70611535
2017-02-07,41.9,131.9706648,327.9343087,89.27340094
2017-02-08,39.8,131.1936694,326.7352726,87.84854
2017-02-09,43.3,130.3160669,314.9056991,90.37740404
2017-02-10,35,131.9109107,315.7443451,89.14431248
2017-02-11,36.2,130.3331215,312.5100307,93.27299451
2017-02-12,34.8,131.564462,323.1712875,95.94175917
2017-02-13,38.7,131.6469721,328.3415525,94.7824496
2017-02-14,41.2,132.00143,322.7803605,93.99333377
2017-02-15,42.4,131.7217925,327.5680793,97.39023525
2017-02-16,40.8,132.4264021,317.9721926,93.05701525
2017-02-17,40.5,133.0732973,317.9857277,89.78865995
2017-02-18,41.1,133.2026917,322.6515012,88.8773594
2017-02-19,39.6,133.9291223,324.6217197,91.0153125
2017-02-20,38.1,134.2092129,317.4252681,92.39281673
2017-02-21,42,133.5879995,319.3086917,90.23575681
2017-02-22,38.7,133.8783086,324.3099328,91.98614265
2017-02-23,40.1,133.1718847,324.0657788,91.84371712
2017-02-24,43.4,132.7727604,320.8394801,88.59528887
2017-02-25,37.2,133.6393979,318.5942064,93.55755719
2017-02-26,40,132.2713597,320.8979703,92.43994791
2017-02-27,39.8,133.2354178,327.5231051,91.54395191
2017-02-28,38.8,133.0515405,316.1162785,92.61952522
2017-03-01,42.3,132.8688656,321.4991299,95.83649518
2017-03-03,30.3,98.36467164,380.474239,65.84718534
2017-03-04,37.9,133.1419172,313.2683949,83.92579838
2017-03-05,40,132.6178118,329.4105151,96.26452903
2017-03-06,38,132.6109306,316.7612116,90.95579691
2017-03-07,42.3,132.3914823,311.1794506,91.40490338
2017-03-08,37.7,133.654853,317.7269692,90.85854606
2017-03-09,42,132.9803409,326.731633,89.85508644
2017-03-10,39.9,133.3079768,316.099383,91.82622888
2017-03-11,40.2,133.1027453,325.1090405,92.42596424
2017-03-12,41.4,133.5976729,322.2597306,90.34048436
2017-03-13,40.8,133.5623148,321.4723766,88.72043794
2017-03-14,38.7,133.3978905,321.2495481,94.29810257
2017-03-15,38.7,133.8708306,321.4623731,91.86402883
2017-03-16,38.8,133.2112134,321.147172,93.69314261
2017-03-17,40.2,132.9918277,325.5891727,94.9937527
2017-03-18,40.8,132.6086425,324.0192096,96.58951787
2017-03-19,40,132.4056312,317.1169297,99.94310807
2017-03-20,39.7,133.2069884,324.9772977,93.73592445
2017-03-21,39.7,133.1677179,321.2673474,93.64688938
2017-03-22,38.1,133.8695686,316.8181948,92.66834694
2017-03-23,39.8,133.0111962,318.1833762,95.56789749
2017-03-24,39.4,133.1287787,320.6950651,96.66627394
2017-03-25,40.8,134.0315589,332.3406101,93.11310755
2017-03-26,38.6,134.287328,319.6825744,93.39215565
2017-03-27,40.3,133.6264733,319.7806912,93.11979086
2017-03-28,39.9,134.2530809,316.5087766,93.84696167
2017-03-29,40.1,132.896014,322.8631421,95.38781943
2017-03-30,40,133.544817,328.7799856,96.19212493
2017-03-31,40.5,133.2958541,326.7873845,93.58674491
2017-04-01,39.4,133.2896462,320.6255729,92.64404346
2017-04-02,39.5,132.9657571,322.5667195,93.05898451
2017-04-03,40.3,133.6159581,320.6588587,90.74930574
2017-04-04,40.6,132.6818824,323.8072187,95.80316678
2017-04-05,40.1,133.2944865,330.899047,99.20085801
2017-04-06,40.7,131.7473529,334.222675,101.6772293
2017-04-07,41.5,132.7467309,335.9625097,94.13668574
2017-04-08,37.5,132.6941224,328.9927459,94.51931988
2017-04-09,40.2,132.7890983,326.8466326,94.05167784
2017-04-10,39.2,132.6476351,328.4059182,93.31895158
2017-04-11,36.1,132.6263532,321.3906922,94.92179793
2017-04-12,36.9,132.1248411,317.615918,96.27267819
2017-04-13,37.5,132.9140566,331.1796574,97.02115818
2017-04-14,37.6,132.6253217,335.5800641,97.04686967
2017-04-15,42.1,132.469794,344.1331223,97.11168833
2017-04-16,39.5,133.0009457,332.7545733,95.68987265
2017-04-17,37.7,133.0243434,330.7984816,89.34871224
2017-04-18,37.1,132.9192494,335.0261655,96.28219028
2017-04-19,42.2,132.8779519,342.2487533,96.54727128
2017-04-20,38.9,132.8091348,337.7563669,92.8649906
2017-04-21,41.2,133.3210377,333.0838807,91.28982422
2017-04-22,40,133.0643538,329.3506021,92.44226591
2017-04-23,40,132.9582049,325.8289578,91.73874148
2017-04-24,38.1,132.8826609,318.9088819,86.12203842
2017-04-25,39.4,133.2314281,319.9986383,87.65876742
2017-04-26,40.6,132.6212216,326.4315376,87.19019965
2017-04-27,40.3,132.5148925,326.9546771,89.47031131
2017-04-28,40.2,132.916668,328.3862866,90.72625875
2017-04-29,41.4,133.221635,332.2504407,88.75808075
2017-04-30,40.9,134.6342571,364.308747,90.445481
2017-05-01,41.3,134.3866202,353.4480826,86.39600231
2017-05-02,40.6,133.3751368,340.1584514,88.24916399
2017-05-03,40.9,133.0939246,324.8071416,86.4512939
2017-05-04,37.8,133.3916651,326.7392547,85.10350307
2017-05-05,37.2,133.585743,323.2299887,85.60432491
2017-05-06,39.5,134.6209618,340.0469434,84.23821777
2017-05-07,41.5,132.4831215,337.8587985,84.71275358
2017-05-08,40.2,134.230511,345.3155769,87.92715237
2017-05-09,43,134.2157377,340.3346702,85.11777968
2017-05-10,37.5,132.9913791,317.5814154,88.30998564
2017-05-11,38.9,133.8589793,330.2823473,67.35246187
2017-05-12,42.2,132.5088393,342.7712641,65.99676362
2017-05-13,44.2,131.1757824,337.8512432,66.07980699
2017-05-14,40.2,135.6906125,314.6064966,65.75322061
2017-05-21,37.2,136.5918239,341.1669906,46.38296674
2017-05-22,37.9,134.0773147,323.628997,82.39824753
2017-05-23,38.7,133.631569,318.9249234,83.52380343
2017-05-24,37.5,134.339224,338.7512024,86.30191692
2017-05-25,38.3,133.3563385,323.4249435,86.78147189
2017-05-26,38.7,132.7328849,328.0438338,90.92324072
2017-05-27,41.1,133.3322288,322.1037413,88.28019791
2017-05-28,38.9,133.4571361,327.4571619,94.38910307
2017-05-29,39.5,134.9141741,355.9904499,91.57130729
2017-05-30,39.5,134.2336619,362.1035902,94.72702489
2017-05-31,39.5,133.4378606,346.9593346,93.52552166
2017-06-01,42.3,134.4385764,360.1838136,95.04573002
2017-06-02,42,132.7619145,331.9109148,90.74834195
2017-06-03,40.3,133.5654489,334.7681336,93.22714575
2017-06-04,41.8,132.9927687,324.7568666,92.16806954
2017-06-05,39.5,135.2475588,337.8196994,90.49891428
2017-06-06,40.4,133.5959904,335.4122396,93.11541935
2017-06-07,37.1,136.4218832,340.6710724,92.41547034
2017-06-08,42.1,135.9112666,367.7304211,98.03174623
2017-06-09,40.9,136.0354738,359.4472042,95.08918581
2017-06-10,40.9,137.9884878,377.8966716,95.26422542
2017-06-11,39.7,135.3290644,334.7453607,93.12251093
2017-06-12,39.4,134.2140302,331.2390339,93.76431593
2017-06-13,40.9,134.6008188,337.4915708,94.92145097
2017-06-14,39.7,136.3413014,349.983273,94.25065473
2017-06-15,41.6,137.6718698,361.7124263,89.45015531
2017-06-16,40.4,137.1874166,348.7748727,89.15739519
2017-06-17,39.4,134.1499984,326.7203373,90.05039645
2017-06-18,40,135.8903684,338.8665544,89.04061803
2017-06-19,38.6,137.9983697,360.7516506,89.77795971
2017-06-20,41.7,139.7284677,410.6597202,91.54515476
2017-06-21,39.8,135.060444,339.8548555,89.55947967
2017-06-22,38.2,137.7445094,352.3565341,88.51988521
2017-06-23,37,138.0421629,366.6752663,90.8423315
2017-06-24,41.8,136.0503425,356.3206916,90.26298833
2017-06-25,38.4,138.4325533,375.0172429,90.38588751
2017-06-26,42,136.9778743,366.97018,90.50636368
2017-06-27,38.2,137.9381624,355.3978617,88.70076737
2017-06-28,42.5,139.1296238,401.6732181,95.37079556
2017-06-29,42.4,139.2131495,401.0851235,92.74152634
2017-06-30,41.1,138.705098,387.1738153,91.14895398
2017-07-01,45.8,140.5558664,440.6589713,94.92681451
2017-07-02,54.3,137.8552675,470.1268635,98.47680453
2017-07-03,48.3,140.26057,447.2479472,95.70710555
2017-07-04,45,140.8544859,455.6461825,93.65496549
2017-07-05,43.8,137.3708048,368.5435367,90.31545267
2017-07-06,46,139.6607438,401.5364062,93.35464517
2017-07-07,38.6,140.6886527,401.4529912,94.28808887
2017-07-08,42.4,140.5897139,451.641887,97.08017985
2017-07-09,39.8,140.3227912,428.0447648,93.03205488
2017-07-10,42.7,142.2879057,450.6345324,89.85943653
2017-07-11,39.6,141.3975783,440.842279,92.71782678
2017-07-12,47.9,138.8895167,433.5256173,93.54171356
2017-07-13,39.7,140.1047287,451.2889672,96.31800136
2017-07-14,44.3,140.7825846,439.6388727,98.05793961
2017-07-15,45,141.4304516,442.7588859,91.94594426
2017-07-16,44.2,141.4901805,462.8950805,92.96690153
