Date,FG_Press_A,FG_Press_B,FG_Press_Sum,FG_Flow_A,FG_Flow_B,FG_Flow_Sum,HTR_Flow,HTR_Inlet_Temp_r1,HTR_Outlet_Temp_r1_A,HTR_Outlet_Temp_r1_B,HTR_Delta_Temp_r1,HTR_Inlet_Temp,HTR_Outlet_Temp,HTR_Delta_Temp,HTR_O2_A,HTR_O2_B,HTR_O2_Sum,FG_LHV,FG_LHV_r1,Offgas_S1,Offgas_S2,Offgas_S3,Offgas_S4,Offgas_S5,Offgas_S6,FG_LHV_Lab
2019-01-01 5:00,2.05,2.22,4.27,5972.11,6444.76,12416.87,69176.82,263.9537964,286.6789551,287.2051392,22.98825073,190.81,237.31,46.5,2.41,2.09,4.5,57.56902827,28.46045712,2109.866211,2073.133789,6192.540527,4131.524902,3704.548828,14473.56348,
2019-01-02 5:00,2.05,2.23,4.28,5967.71,6457.23,12424.94,69055.5,262.6759644,285.7769775,286.3031616,23.36410522,190.94,237.2,46.26,2.19,1.98,4.17,61.65574466,31.13988988,2348.842285,2070.129395,6573.296387,4117.677734,4031.901123,14701.97656,38531.61501
2019-01-03 5:00,2.04,2.23,4.28,5976.37,6481.38,12457.75,68934.64,262.4505005,286.3031616,286.90448,24.15332031,190.93,237.04,46.11,2.2,1.98,4.18,61.04031148,31.97410963,2345.87915,2063.630127,6314.60791,4109.009277,4066.921143,14543.93262,
2019-01-04 5:00,2.04,2.22,4.26,5950.5,6449.37,12399.87,68993.98,263.4777222,286.0025024,286.6789551,22.86300659,191.14,236.52,45.38,1.89,1.78,3.67,68.80064246,34.66261662,2128.713623,2061.491211,6395.175781,4385.287109,3611.70752,14092.6875,38357.05076
2019-01-05 5:00,2.05,2.24,4.29,5964.32,6479.3,12443.63,69139.87,262.4505005,286.1778564,286.4785156,23.87768555,190.82,236.17,45.36,1.77,1.71,3.48,72.4227933,38.12364826,2403.566406,2062.998047,6488.336426,4096.850586,3584.061523,15362.86719,
2019-01-06 5:00,2.06,2.24,4.3,5969.6,6468.72,12438.32,69439.84,262.4505005,285.8771973,286.6038208,23.79000854,191.28,236.65,45.37,1.98,1.84,3.81,66.47996611,34.85913515,1956.80957,2064.443115,6622.750977,4441.555664,3649.031738,15223.50586,
2019-01-07 5:00,2.03,2.23,4.26,5939.25,6456.23,12395.48,69237.66,262.9766235,286.0776367,286.7791748,23.45178223,191.27,236.62,45.36,1.85,1.74,3.59,70.57609583,36.48887191,2139.088623,2069.459473,6260.705078,4403.328613,3746.229248,15264.92188,37577.3835
2019-01-08 5:00,2.02,2.22,4.24,5911.29,6447.27,12358.56,69147.26,262.9766235,286.0025024,286.6038208,23.32653809,191.28,236.89,45.61,1.76,1.62,3.37,75.72465033,38.72821618,2000.380127,2069.690186,6382.205078,4135.468262,3384.92334,14378.2373,
2019-01-09 5:00,2,2.2,4.21,5854.37,6381.87,12236.24,69139.78,263.6531372,286.4785156,287.2051392,23.18869019,191.39,236.93,45.54,2.07,1.93,4,64.32992449,32.75640511,2204.382568,2066.359131,6059.439941,4101.810059,3185.238037,15047.94336,38906.30937
2019-01-10 5:00,2.02,2.21,4.23,5889.25,6387.96,12277.21,69295.14,263.5779419,286.6789551,286.90448,23.21377563,191.13,236.37,45.25,1.69,1.54,3.24,78.82730256,40.43932189,2084.730713,2056.376709,6286.730469,4419.290527,3597.017578,14264.47852,
2019-01-11 5:00,2.02,2.21,4.23,5872.67,6366.81,12239.48,69485.81,263.4777222,286.3031616,287.079834,23.21377563,191.14,236.67,45.53,1.83,1.54,3.36,76.92925566,39.22289657,2138.735352,2067.966064,6350.168457,4289.729004,3040.109619,14589.5752,39179.64697
2019-01-12 5:00,2.03,2.22,4.25,5925.42,6414.65,12340.07,69120.52,262.1498413,285.7769775,286.6038208,24.04055786,191.07,236.84,45.77,1.84,1.19,3.03,84.6111616,44.44176373,2493.707031,2063.152344,6854.564453,4272.036621,3447.883301,14493.07031,
2019-01-13 5:00,2.03,2.22,4.26,5927.67,6423.13,12350.8,68898.21,262.5757446,285.7018433,286.1778564,23.36410522,191.03,236.92,45.89,1.51,1.62,3.13,81.78743157,41.64066588,2270.708252,2062.425293,6620.852051,4298.484375,3051.691162,14838.73438,
2019-01-14 5:00,2.06,2.24,4.3,5949.26,6440.14,12389.4,69199.25,263.177063,285.7018433,286.6038208,22.97576904,191.16,236.99,45.83,1.77,1.63,3.4,75.2873573,37.74350716,2149.340576,2064.585449,6575.674316,4118.188965,3758.377441,14324.09863,38741.51817
2019-01-15 5:00,2.06,2.25,4.32,5952.87,6460.38,12413.25,69348.87,263.0518188,286.0776367,286.3782959,23.17614746,190.85,236.67,45.82,1.77,1.74,3.51,72.92926812,36.88824688,2374.628662,2061.998535,6616.913574,4268.578125,4109.163574,13786.6709,
2019-01-16 5:00,2.02,2.21,4.23,5887.32,6395.05,12282.37,69171.43,262.7511597,286.0025024,286.6789551,23.58956909,190.93,237.25,46.31,2.22,1.77,4,65.20176732,33.21273148,2262.833984,2069.248535,6413.935059,4120.875977,3096.708008,14221.17188,39650.02379
2019-01-17 5:00,2,2.19,4.19,5854.75,6360.68,12215.44,69079.69,263.5779419,286.3782959,287.2802734,23.25134277,191.24,236.99,45.74,1.89,1.84,3.73,69.34714621,35.25173299,2026.408936,2067.232422,6559.05127,4297.99707,3092.281006,14389.51953,
2019-01-18 5:00,2.01,2.21,4.22,5873.84,6394.83,12268.67,69403.73,263.4777222,286.1778564,286.9796143,23.10101318,191.45,237.01,45.57,1.91,1.76,3.67,70.24223001,35.60822211,1967.057617,2073.108887,6632.372559,4397.901367,3265.325439,14644.8252,38784.22956
2019-01-19 5:00,2.04,2.23,4.26,5926.02,6428.24,12354.26,69454.63,262.7511597,286.3031616,286.90448,23.85266113,191.53,236.69,45.16,1.71,1.55,3.26,77.87907745,41.13426138,2512.54248,2064.02417,6553.966309,4230.758301,3479.730957,14436.375,
2019-01-20 5:00,2.03,2.22,4.25,5916.48,6413.39,12329.87,69256.58,263.0518188,285.7018433,286.3031616,22.95068359,191,236.49,45.48,1.7,1.47,3.17,80.58676788,40.6666977,2242.307373,2059.385498,6801.32373,4254.536133,3550.635742,14423.46484,
2019-01-21 5:00,1.98,2.18,4.16,5821.29,6334.22,12155.51,69185.96,263.352478,286.3031616,286.90448,23.25134277,191.37,236.94,45.57,2.1,1.91,4.02,64.5205056,32.92052648,2017.70459,2068.182861,6789.881836,4192.691895,3094.92627,14262.21973,39454.645
2019-01-22 5:00,1.99,2.17,4.17,5817.53,6304.16,12121.69,69330.17,262.9766235,286.1778564,286.3782959,23.30145264,191.34,236.63,45.29,1.89,1.61,3.5,74.01050512,38.07799249,2556.588135,2062.298584,6970.893555,4079.073242,3067.440186,14421.98926,
2019-01-23 5:00,1.99,2.17,4.16,5795.59,6292.09,12087.68,69426.81,262.7511597,285.2758789,286.3782959,23.07592773,191.17,236.29,45.12,2,1.87,3.87,66.96415339,34.2477829,2237.438477,2079.431396,6685.016113,4555.303223,3276.928711,14686.99219,40026.85532
2019-01-24 5:00,2.04,2.2,4.24,5888.28,6347.61,12235.89,69457.71,263.2772827,286.6789551,287.079834,23.60211182,191.1,236.29,45.2,1.77,1.86,3.63,70.68328195,36.90873284,1878.198364,2079.986816,6411.705078,4244.023926,3399.478516,13627.45215,
2019-01-25 5:00,2,2.21,4.21,5836.48,6362.68,12199.17,69303.49,262.6759644,285.7018433,286.4785156,23.41421509,190.79,236.3,45.51,1.87,1.74,3.61,71.61837383,36.84658337,1872.561035,2075.998047,6280.398438,4181.282715,3421.281006,15118.39941,39241.87793
2019-01-26 5:00,1.98,2.16,4.15,5804.35,6278.02,12082.38,69252.65,262.3753052,285.7018433,286.4785156,23.71487427,190.77,236.66,45.9,2.1,1.54,3.65,72.07816593,37.24018829,2047.802368,2077.442627,6596.095703,4402.458496,3278.407227,14213.96875,
2019-01-27 5:00,1.99,2.17,4.16,5815.3,6300.92,12116.22,69211.77,263.4777222,285.7018433,286.3031616,22.52478027,191.11,236.76,45.65,1.95,2.01,3.96,65.85039758,32.49213004,2015.922363,2082.234619,6413.734863,4461.763672,3174.674316,14253.44727,
2019-01-28 5:00,2,2.19,4.2,5841.5,6354.38,12195.88,69276.24,263.0518188,285.7769775,286.90448,23.28890991,190.98,236.37,45.38,1.98,1.65,3.63,71.01155651,36.44296479,2158.563232,2078.970459,6645.700684,4143.306641,3282.808594,14603.54297,38954.63439
2019-01-29 5:00,2,2.19,4.18,5823.22,6326.47,12149.68,69257.25,263.352478,286.6789551,287.2802734,23.62713623,191.39,236.98,45.59,1.79,1.79,3.58,72.59170031,37.62083774,2221.684326,2077.430664,6274.632324,4375.435059,2940.489258,15187.38867,
2019-01-30 5:00,2,2.21,4.21,5848.46,6390.34,12238.8,69511.98,263.352478,286.1778564,286.90448,23.18869019,191.44,236.37,44.92,1.84,1.71,3.56,71.66557192,36.99534159,2158.647949,2079.408203,6423.973633,4270.392578,3479.785156,14719.60254,39427.56409
2019-01-31 5:00,2,2.2,4.19,5800.36,6315.11,12115.46,69558.62,262.4505005,286.0776367,286.90448,24.04055786,190.66,236.28,45.61,1.5,1.39,2.89,90.60940503,47.75927745,2280.196777,2072.983643,6305.650879,4427.853516,3699.615234,14508.24707,
2019-02-01 5:00,2.02,2.21,4.23,5871.42,6366.84,12238.26,69428.12,262.8764038,285.1005249,285.7769775,22.56234741,191.09,236.89,45.8,1.92,1.65,3.57,72.78015763,35.85351967,2272.915527,2081.455078,6113.160156,4285.770508,3832.655762,13750.14063,39181.32564
2019-02-02 5:00,2.11,2.29,4.4,6066.15,6565.13,12631.28,69427.87,263.0518188,285.7769775,286.6038208,23.13858032,191.43,236.69,45.26,1.92,1.85,3.78,65.81262737,33.64584102,2356.525635,2068.098877,6529.693848,4438.413086,3253.194092,14481.24902,
2019-02-03 5:00,2.06,2.25,4.32,5951.88,6455.07,12406.96,70001.15,262.3753052,285.4763184,286.7791748,23.75244141,191.81,236.65,44.84,1.47,1.36,2.83,89.39617996,47.35453895,2412.074951,2071.790771,6150.609375,4140.992188,1482.244873,16373.13867,
2019-02-04 5:00,2.07,2.25,4.32,6006.78,6495.1,12501.88,70362.41,263.0518188,286.1778564,286.9796143,23.5269165,191.94,237.39,45.45,1.88,1.92,3.8,67.31559225,34.84550755,1517.301147,2066.334961,5699.757813,4196.088379,1167.638184,17502.00977,
2019-02-05 5:00,2.07,2.27,4.35,6002.56,6521.56,12524.12,70185.08,264.0791016,286.1778564,286.90448,22.46206665,192.82,237.55,44.73,2.1,2.23,4.33,57.89067067,29.07096139,1495.41687,2019.442627,5152.46875,3855.074219,1206.896362,18058.41797,
2019-02-06 5:00,2.09,2.27,4.36,6046.87,6531.77,12578.64,70392.26,263.7783813,286.0776367,286.7791748,22.65002441,192.71,236.82,44.11,1.87,1.74,3.61,68.37873732,35.11176762,1729.708008,2070.788818,4943.430664,3683.604248,1065.767456,18351.01953,
2019-02-07 5:00,2.02,2.17,4.19,5884.7,6314.47,12199.17,69852.19,262.9766235,284.4992065,285.4763184,22.01113892,192.49,237.32,44.83,1.71,1.94,3.66,70.13541913,34.43587895,1642.749023,1971.223511,4805.943359,3804.56665,952.682251,18367.81836,
2019-02-08 5:00,1.98,2.15,4.13,5779.34,6218.98,11998.32,69164.35,262.6759644,285.7018433,286.3782959,23.36410522,191.58,237.41,45.83,2.06,2.24,4.3,61.43887587,31.32150034,1974.528442,2076.355225,4647.274414,3844.013916,2551.388428,16381.6123,39156.86393
2019-02-09 5:00,1.97,2.15,4.12,5781.65,6258.67,12040.32,69276.31,262.3753052,285.4011841,286.3031616,23.47686768,190.93,236.77,45.84,2.03,2.15,4.18,63.09792022,32.31547827,2290.334473,2073.704834,5369.673828,4167.847656,2293.721924,15108.99609,
2019-02-10 5:00,1.97,2.15,4.12,5789.51,6276.18,12065.69,69251.47,263.0518188,286.0776367,286.6038208,23.28890991,191.03,236.75,45.72,2.13,2.35,4.48,58.57402138,29.83650715,1925.845825,2077.339355,5496.165527,4207.150391,2793.013672,14720.83691,
2019-02-11 5:00,1.96,2.15,4.11,5776.96,6283.69,12060.65,69115.58,262.9766235,285.8771973,286.6038208,23.2638855,190.8,236.77,45.97,2.07,1.94,4.02,65.53204082,33.16358264,1968.208008,2076.627197,5311.992676,4111.612793,2817.966553,14885.05957,40566.92213
2019-02-12 5:00,1.95,2.15,4.1,5755.4,6257.29,12012.69,68951.68,262.7511597,285.7769775,286.90448,23.58956909,191.06,237.04,45.98,2.29,2.27,4.56,57.87735914,29.69338761,2145.777832,2078.863037,5242.273438,4220.241211,2451.085205,14307.5957,
2019-02-13 5:00,1.97,2.17,4.14,5813.9,6314.64,12128.54,69148.17,262.9766235,286.0776367,286.7791748,23.45178223,190.84,236.53,45.69,2.18,2.24,4.42,58.93469698,30.25002581,1901.286621,2077.8125,5060.158203,4006.196045,2475.223633,14867.0293,41087.01201
2019-02-14 5:00,1.97,2.15,4.12,5739.42,6227.96,11967.38,69184.2,263.7783813,286.1778564,286.6789551,22.65002441,191.17,236.91,45.74,2.29,2.17,4.46,59.2883199,29.35902696,2042.456787,2073.662354,5100.007813,3929.952637,2504.326416,14978.09766,
2019-02-15 5:00,1.96,2.16,4.12,5776.01,6282.89,12058.9,69289.24,262.6759644,285.7018433,286.6038208,23.47686768,191.13,236.19,45.07,2.11,1.93,4.04,64.10092506,33.39003629,2181.056396,2068.480469,5224.205566,4010.214844,2785.513428,15258.65723,40628.67724
2019-02-16 5:00,1.97,2.17,4.14,5794.34,6307.46,12101.8,69070.02,262.3753052,285.7018433,286.0776367,23.51443481,190.85,236.46,45.61,1.79,1.61,3.4,76.56332146,39.47255496,2084.927734,2076.293945,5173.970215,3942.987305,2931.438721,15428.79297,
2019-02-17 5:00,1.99,2.2,4.19,5843.24,6359.29,12202.53,69123.32,263.0518188,286.0776367,286.6038208,23.28890991,191.21,236.82,45.61,2.09,1.92,4.02,64.2700628,32.81691959,1938.11499,2075.710938,5005.486816,3972.834961,3495.900879,14135.875,
2019-02-18 5:00,1.98,2.19,4.17,5811.4,6355.22,12166.62,68999.86,263.177063,286.0776367,287.3554077,23.53945923,191.4,236.77,45.38,5.89,1.96,7.85,32.78484241,17.00611417,1824.844482,2079.326172,5151.092773,4029.526367,3677.98291,14662.22168,40227.17728
2019-02-19 5:00,2,2.23,4.23,5819.32,6375.35,12194.67,68919.24,263.0518188,285.8771973,286.7791748,23.27636719,190.91,235.96,45.05,1.45,1.52,2.97,85.72525256,44.29239636,2270.506104,2025.44873,5180.734863,4116.692383,4097.75293,13985.3252,
2019-02-20 5:00,2.02,2.23,4.25,5900.66,6428.95,12329.61,69044.19,263.4777222,285.8771973,286.6789551,22.800354,191.15,236.45,45.3,1.63,1.62,3.26,77.81411839,39.16532993,2130.97998,2070.378174,5138.936523,4053.456055,4856.963867,13715.67285,37251.44446
2019-02-21 5:00,2.03,2.24,4.26,5888.06,6422.13,12310.19,69327.39,263.2772827,286.1778564,286.90448,23.2638855,191.4,236.5,45.1,3.6,1.88,5.48,46.34854209,23.90791965,2037.450073,2076.680664,5120.426758,4003.912109,4413.75293,15192.81543,
2019-02-22 5:00,2.02,2.23,4.25,5866.39,6395.17,12261.55,69279.02,263.177063,286.0025024,286.6038208,23.12609863,191.14,236.02,44.88,1.59,1.65,3.24,78.26438921,40.32865384,2217.821533,2050.484863,5121.955078,4057.579834,4284.29834,14408.09277,40063.71853
2019-02-23 5:00,2.01,2.21,4.22,5817.38,6333.56,12150.93,69148.91,262.2750854,285.8771973,286.6038208,23.96542358,191.03,236.17,45.14,1.57,1.46,3.03,84.78026036,45.01096259,2005.057129,2070.375488,5277.84082,3987.355713,3821.181396,15067.30762,
2019-02-24 5:00,2.01,2.22,4.23,5865.62,6393.84,12259.46,69118.59,262.3753052,285.8771973,286.3782959,23.75244141,191.4,236.64,45.24,1.67,1.85,3.51,72.66729747,38.15264645,2451.034912,2076.118164,5212.896973,4101.529785,3483.003418,14848.68066,
2019-02-25 5:00,2.01,2.22,4.23,5840.96,6369.69,12210.65,69202.06,263.352478,286.0025024,286.6789551,22.98825073,191.22,236.23,45.01,1.46,1.7,3.16,80.72390637,41.22864696,1899.466919,2067.370117,5289.450684,3977.602051,3763.906738,14026.33398,39207.00922
2019-02-26 5:00,2.01,2.22,4.23,5826.53,6363.96,12190.5,69229.38,263.4777222,286.3782959,286.6789551,23.05090332,191.48,236.57,45.1,1.48,1.47,2.95,86.82073323,44.37464142,1996.963989,2068.545898,5279.128418,4080.341064,4089.933105,14168.28906,
2019-02-27 5:00,2,2.2,4.2,5802.46,6326.63,12129.09,69335.37,263.4777222,285.7769775,286.90448,22.86300659,191.42,236.41,44.99,1.62,1.53,3.15,81.64546338,41.49057051,2156.589111,2066.632813,5319.25293,4192.297852,3969.970459,13597.93652,39661.24628
2019-02-28 5:00,2,2.21,4.21,5819.25,6339.07,12158.33,69303.28,263.7783813,286.3031616,286.90448,22.82543945,191.31,236.24,44.93,1.54,1.66,3.2,80.0324852,40.65828278,2055.316162,2069.666016,5283.105957,3999.146729,4242.962402,13813.03613,
2019-03-01 5:00,2,2.21,4.21,5820.33,6352.69,12173.02,69416.71,262.8764038,286.3782959,286.6789551,23.65222168,191.73,236.67,44.95,1.55,1.51,3.06,83.76719258,44.07742399,1955.315063,2046.376343,5471.19873,4177.971191,4490.435547,13475.22559,
2019-03-02 5:00,2,2.22,4.22,5800.78,6341.29,12142.07,69620.78,262.7511597,286.1778564,286.90448,23.79000854,191.8,236.48,44.69,1.55,1.7,3.25,78.84481637,41.97178015,2387.301025,2048.167725,5484.163574,4075.931885,4028.73877,14718.39941,
2019-03-03 5:00,2.01,2.22,4.23,5810.49,6344.92,12155.41,69504.31,262.6759644,286.1778564,286.6789551,23.75244141,191.56,235.97,44.41,1.38,1.35,2.73,93.0165549,49.74938685,2279.666992,2069.67334,5439.080566,4191.572754,4524.497559,13778.9502,
2019-03-04 5:00,2.01,2.21,4.22,5816.86,6346.01,12162.88,69159.42,263.2772827,285.7769775,286.4785156,22.85046387,191.6,236.48,44.88,1.45,1.43,2.88,88.60847883,45.11463556,2106.429199,2065.701172,5298.29248,4182.663086,4670.215332,13436.11816,38730.85352
2019-03-05 5:00,2.01,2.19,4.21,5852.5,6341.35,12193.85,69098.12,263.352478,286.0776367,286.9796143,23.17614746,191.67,236.57,44.9,1.75,1.7,3.45,73.74840448,38.06690195,2074.491455,2065.934814,5512.961914,4097.439941,4716.785645,13136.55176,
2019-03-06 5:00,2.02,2.23,4.25,5864.77,6390.03,12254.8,69021.6,263.4777222,286.1778564,287.2051392,23.21377563,191.18,236.13,44.95,1.48,1.5,2.98,84.95564209,43.87410933,2216.787109,2072.365234,5515.984863,4079.783936,4817.879395,13124.09375,38168.60709
2019-03-07 5:00,2.08,2.28,4.37,5947.56,6459.31,12406.87,68961.85,262.4505005,285.7018433,286.3782959,23.58956909,191.13,236.44,45.31,1.43,1.56,2.99,84.23053239,43.85261451,2346.007568,2066.565186,6160.333984,4070.908936,4778.542969,14519.69727,
2019-03-08 5:00,2.06,2.26,4.33,5951.09,6474.55,12425.64,68834.27,262.9766235,285.7769775,286.6789551,23.25134277,191.15,236.57,45.42,2.01,1.91,3.92,64.18698951,32.85851375,3019.032227,2070.56958,6077.385254,4069.106689,5530.251465,12779.67676,35795.80286
2019-03-09 5:00,2.12,2.31,4.43,6039.69,6547.89,12587.57,69019.39,262.5757446,285.1756592,285.8771973,22.95068359,190.84,235.75,44.91,1.94,2.11,4.05,60.80191386,31.0720438,2868.669922,2076.464355,6144.17041,4130.861816,5297.602539,10924.93066,
2019-03-10 5:00,2.14,2.34,4.48,5963.63,6461.53,12425.16,68660.21,262.074646,285.1756592,285.4763184,23.25134277,190.44,235.58,45.14,1.54,1.8,3.34,74.68239302,38.46845191,2268.935059,2073.041748,6451.10498,4109.276855,5098.656738,11312.76367,
2019-03-11 5:00,2.15,2.35,4.5,6068.23,6593.39,12661.61,68775.67,263.0518188,285.7018433,286.3031616,22.95068359,190.83,235.66,44.82,1.67,1.79,3.46,70.36256307,36.03009643,2164.249268,2073.393555,6397.050293,4033.452148,5723.361816,10737.09375,33533.18982
2019-03-12 5:00,2.14,2.34,4.48,6063.33,6571.93,12635.27,68739.15,262.7511597,285.5765381,286.3782959,23.22625732,190.29,235.47,45.17,1.59,1.52,3.11,79.01496142,40.62921909,2684.63501,2070.710938,6780.78418,4250.947266,5586.501953,10121.66602,
2019-03-13 5:00,2.1,2.33,4.43,6010.24,6560.4,12570.65,68711,262.9766235,285.8771973,286.6789551,23.30145264,190.21,235.55,45.34,1.77,1.91,3.67,67.52801536,34.70447401,2030.66272,2069.941895,6094.880371,4460.395508,5813.027344,10133.33105,33575.47589
2019-03-14 5:00,2.1,2.33,4.43,5981.06,6544.18,12525.25,68573.43,262.6759644,285.4011841,285.8771973,22.96322632,190.33,235.58,45.24,1.95,2.04,3.99,62.07534911,31.50862711,2228.182861,2070.613037,5996.750488,4581.028809,5702.277344,11010.89258,
2019-03-15 5:00,2.13,2.35,4.48,6039.24,6578.89,12618.13,68854.65,263.6531372,285.4011841,286.3782959,22.23660278,190.29,235.37,45.07,1.7,1.98,3.68,66.83100883,32.97303299,2427.519043,2069.422852,6288.438477,4450.445313,6001.818359,9681.667969,33828.56801
2019-03-16 5:00,2.15,2.36,4.51,6083.7,6621.44,12705.14,68900.68,263.0518188,285.7769775,286.6789551,23.17614746,190.8,235.78,44.98,1.71,1.74,3.45,70.70406918,36.43058989,1968.464111,2071.01416,6538.581543,4481.000488,5845.599121,9815.307617,
2019-03-17 5:00,2.14,2.37,4.51,6059.75,6618.53,12678.28,69329.64,263.177063,286.3031616,287.2051392,23.5770874,191,235.67,44.67,2.03,1.82,3.85,63.44739988,33.48790894,2116.666504,2071.927246,6889.867676,4151.022949,5785.228027,9286.195313,
2019-03-18 5:00,2.14,2.34,4.48,6067.3,6598.89,12666.18,68895.92,262.5757446,285.2758789,286.0776367,23.10101318,190.61,235.21,44.59,1.74,1.85,3.59,67.56019153,35.00132037,2410.721924,2068.979004,6504.975098,4632.305176,6162.219238,10270.62891,32214.74319
2019-03-19 5:00,2.13,2.35,4.48,6038.41,6584.74,12623.15,68870.26,262.6759644,285.2758789,286.1778564,23.05090332,190.89,235.33,44.44,1.51,1.69,3.2,75.76838869,39.30085064,2249.763916,2073.650879,6530.229004,4543.774414,6200.590332,9267.708008,
2019-03-20 5:00,2.14,2.34,4.48,6037.81,6553.23,12591.04,68809.75,262.6759644,285.4011841,286.1778564,23.11355591,190.96,235.44,44.48,1.68,1.73,3.41,71.28510209,37.0425403,2309.419922,2069.78418,6728.926758,4212.5625,6054.626953,9315.451172,34856.04405
2019-03-21 5:00,2.13,2.33,4.46,5938.67,6447.98,12386.65,68786.61,262.9766235,284.875,286.0025024,22.46212769,190.66,235.75,45.09,1.41,1.21,2.62,95.5716281,47.61015998,2542.255859,2058.917969,7164.740723,4621.73877,6179.82666,9575.473633,
2019-03-22 5:00,2.11,2.31,4.42,5938.49,6440.57,12379.06,68855.14,263.5779419,285.7018433,286.4785156,22.51223755,190.54,236.29,45.75,2.15,2.17,4.32,58.90552748,28.98568804,2380.677246,2074.539307,7023.060547,4382.229492,6694.972168,9732.235352,31947.31758
2019-03-23 5:00,2.12,2.31,4.43,5978.76,6472.85,12451.61,68837.82,263.177063,285.7769775,286.3782959,22.90057373,190.33,235.89,45.56,2.16,1.96,4.13,60.98671801,30.65475927,1945.759155,2078.072998,6804.516113,4513.1875,6717.463379,9305.456055,
2019-03-24 5:00,2.11,2.31,4.42,5960.45,6460.57,12421.01,68714.97,262.1498413,285.4763184,286.1778564,23.67724609,190.59,235.85,45.26,2.12,2.11,4.23,59.19276567,30.96601148,1533.766724,2076.01001,7045.832031,4316.802246,6688.541016,10663.79395,
2019-03-25 5:00,2.13,2.33,4.46,5876.13,6381.05,12257.18,68683.72,261.8491821,285.1005249,285.7769775,23.58956909,190.85,235.69,44.84,1.98,2.22,4.2,59.82456628,31.47269714,1723.924072,2076.716064,7134.97168,4277.165527,6345.407715,10166.34961,32102.24835
2019-03-26 5:00,2.11,2.3,4.41,5881.64,6375.22,12256.86,69039.97,262.7511597,285.8771973,286.4785156,23.42669678,190.52,234.94,44.42,1.77,1.77,3.54,70.6800195,37.27598796,1425.999634,2070.006592,7338.630371,4260.785645,6121.879395,10575.90039,
2019-03-27 5:00,2.03,2.22,4.25,5915.25,6439.89,12355.14,68743.72,262.7511597,285.5765381,286.3782959,23.22625732,190.34,234.72,44.39,1.69,1.77,3.45,71.58984282,37.45807865,1417.582031,2063.277344,7346.86377,4684.910645,6494.374512,9480.026367,32636.29029
2019-03-28 5:00,2.02,2.21,4.24,5849.23,6360.57,12209.8,68767.47,262.6759644,285.7018433,286.6038208,23.47686768,190.31,235.38,45.07,1.65,1.58,3.23,78.58859639,40.93663364,1596.01123,2067.741211,7308.978516,4392.405273,6574.540527,7953.498535,
2019-03-29 5:00,2.03,2.21,4.23,5918.21,6410.66,12328.87,68916.53,262.9766235,285.4011841,286.3031616,22.87554932,190.49,235.42,44.93,2.01,1.57,3.58,70.15417487,35.71812346,1672.541504,2072.913574,7432.806152,4490.861328,6637.887695,9067.038086,34192.88084
2019-03-30 5:00,2.02,2.22,4.24,5928.1,6441.04,12369.14,69022.68,262.5757446,285.5765381,286.3031616,23.36410522,190.21,235.4,45.19,1.54,1.5,3.04,82.95089393,42.88721873,1553.718628,2069.106689,7533.587402,4786.474121,6649.945801,9061.438477,
2019-03-31 5:00,2.01,2.21,4.22,5934.35,6451.61,12385.96,68795.17,262.074646,285.4011841,286.1778564,23.71487427,190.33,235.99,45.66,1.96,1.91,3.87,65.53196901,34.03597033,1326.062256,2077.198242,7349.609375,4837.194336,6604.031738,8052.999023,
2019-04-01 5:00,2,2.2,4.2,5894.25,6395.57,12289.82,69290.5,262.5757446,286.0776367,287.079834,24.00299072,190.53,235.85,45.32,2.06,2.01,4.07,62.78034024,33.25057203,1259.328613,2079.252686,7698.379395,4454.641113,5788.625977,9562.061523,34797.82713
2019-04-02 5:00,1.99,2.19,4.18,5882.9,6404.49,12287.38,69310.48,263.352478,285.5765381,286.1778564,22.52471924,190.7,235.83,45.13,2.05,1.98,4.03,63.16840402,31.52782108,1295.721191,2074.205566,8231.860352,5164.944824,5977.374023,7332.155273,
2019-04-03 5:00,1.95,2.15,4.09,5816.78,6349.3,12166.08,69061.12,263.352478,286.0025024,286.6789551,22.98825073,190.96,235.92,44.96,2.12,2.13,4.25,60.05101078,30.70435259,1405.844971,2076.26001,7904.388184,4981.793945,5841.059082,8993.400391,37745.48784
2019-04-04 5:00,1.9,2.11,4.01,5703.63,6257.8,11961.43,69423.62,263.352478,285.8771973,286.6038208,22.88803101,191.05,235.24,44.18,1.84,2.02,3.87,66.25808796,34.32587532,1422.789185,2074.055664,7429.515137,4931.947754,5866.174316,12542.17578,
2019-04-05 5:00,1.92,2.11,4.03,5731.93,6251.97,11983.9,68922.14,262.6759644,285.1756592,286.3782959,23.10101318,191.13,235.64,44.5,1.39,1.76,3.15,81.24750522,42.1775211,1423.481567,2074.333252,7407.762695,4854.996094,6630.31543,10294.88965,39520.67138
2019-04-06 5:00,1.95,2.15,4.1,5788.2,6338.17,12126.37,68772.18,262.8764038,285.7018433,286.3031616,23.12609863,190.86,235.96,45.1,1.8,1.76,3.56,71.84698033,36.84124952,795.0054321,1895.598022,6519.56543,4144.883301,6258.04248,13423.62207,
2019-04-07 5:00,1.92,2.13,4.06,5703.43,6259.56,11962.99,68833.15,262.9766235,284.875,286.0776367,22.49969482,190.78,236.03,45.25,1.56,1.57,3.13,83.18253489,41.36092044,1225.548584,2018.772583,6994.459473,4041.040527,6530.550293,12124.83105,
