Date,FG_Press_A,FG_Press_B,FG_Press_Sum,FG_Flow_A,FG_Flow_B,FG_Flow_Sum,HTR_Flow,HTR_Inlet_Temp_r1,HTR_Outlet_Temp_r1_A,HTR_Outlet_Temp_r1_B,HTR_Delta_Temp_r1,HTR_Inlet_Temp,HTR_Outlet_Temp,HTR_Delta_Temp,HTR_O2_A,HTR_O2_B,HTR_O2_Sum,FG_LHV,FG_LHV_r1,Offgas_S1,Offgas_S2,Offgas_S3,Offgas_S4,Offgas_S5,Offgas_S6,FG_LHV_Lab
2020-02-22 5:00,2.08,2.19,4.27,5917.04,5969.57,11886.61,59355.4,263.6531372,284.4992065,285.4011841,21.29705811,187.13,235.27,48.14,1.68,1.49,3.17,75.83139512,33.5476865,1178.734497,2011.304321,6490.421875,3550.174561,5761.095215,12715.41406,
2020-02-23 5:00,2.07,2.17,4.24,5875.43,5928.66,11804.09,59339.11,262.5757446,285.1756592,285.7018433,22.86300659,187.01,235.52,48.51,1.92,2.2,4.12,59.18921426,27.8961739,1129.049072,2013.496338,6471.792969,3536.463623,6100.529297,12861.64746,
2020-02-24 5:00,2.08,2.18,4.26,5884.34,5944.05,11828.38,59302.64,262.074646,284.875,285.7018433,23.21377563,187.37,235.27,47.9,1.59,1.53,3.12,76.97145189,37.30267253,1051.037842,1821.953369,6453.193848,3405.765869,5778.124023,13538.51367,
2020-02-25 5:00,2.08,2.17,4.25,5717.49,5763.51,11480.99,59122.67,262.9766235,285.4011841,285.8771973,22.66256714,187.11,235.4,48.28,1.48,1.17,2.65,93.82014235,44.03904878,1182.671997,1806.245117,5895.917969,3222.039795,5685.230957,14390.00879,
2020-02-26 5:00,2.08,2.17,4.26,5707.88,5757.68,11465.56,59337.24,262.3753052,284.875,285.7018433,22.91311646,186.77,235.25,48.48,1.71,1.32,3.02,83.07832629,39.26533344,1121.572144,1981.673706,5832.499512,3391.084473,6139.139648,12871.69629,
2020-02-27 5:00,2.07,2.16,4.23,5752.58,5803.78,11556.36,58981.34,262.4505005,285.1005249,285.7018433,22.95068359,186.53,235.82,49.3,1.71,1.65,3.35,75.10964078,34.96587425,1090.451904,1898.09082,5626.075195,3488.517334,6604.605469,12399.03223,35249.99089
2020-02-28 5:00,2.09,2.18,4.27,5867.34,5919.17,11786.52,58992.95,262.6759644,285.1756592,285.7018433,22.76278687,186.79,235.83,49.04,2.08,2,4.08,60.15958269,27.92413863,909.1138306,1878.798096,5694.61377,3244.644287,6665.762695,13824.44629,
2020-02-29 5:00,2.11,2.21,4.31,5903.87,5950.7,11854.57,58996.79,262.9766235,285.5765381,285.7769775,22.70013428,186.65,235.17,48.52,1.86,1.8,3.66,65.97543825,30.86667987,1010.897461,1966.022339,5786.509277,3274.849854,6800.797363,13051.65527,
2020-03-01 5:00,2.11,2.2,4.31,5901.16,5931.36,11832.52,59049.78,262.8764038,285.1756592,285.7018433,22.56234741,186.99,235.37,48.37,1.89,1.85,3.74,64.54246113,30.10604571,898.925354,1938.412476,5912.708496,3280.051758,6851.306152,13540.97461,
2020-03-02 5:00,2.11,2.22,4.33,5924.97,5973.6,11898.57,59264.89,262.7511597,285.8771973,286.0025024,23.18869019,186.89,235.54,48.64,1.65,1.97,3.62,66.92489654,31.90585303,974.1992798,1954.454468,5904.296387,3353.528564,6604.650879,13991.97461,
2020-03-03 5:00,2.1,2.21,4.32,5868.17,5941.29,11809.45,59499.99,263.2772827,284.875,285.5765381,21.94848633,187.13,235.69,48.56,1.69,1.78,3.47,70.50767992,31.86855125,909.5844727,1951.835938,5819.888184,3474.435791,6608.82959,14358.94824,
2020-03-04 5:00,2.11,2.22,4.32,5949.51,6009.29,11958.8,59493.48,262.8764038,284.875,285.4011841,22.26168823,186.7,235.23,48.53,1.5,1.6,3.11,77.63037297,35.6106153,1131.664917,2035.121338,5886.670898,3298.855469,7070.498047,13380.35449,
2020-03-05 5:00,2.06,2.17,4.23,5844.35,5921.64,11765.99,59403.21,262.5757446,285.7018433,285.7018433,23.12609863,186.91,235.95,49.04,1.99,1.98,3.97,62.36506705,29.4098836,862.2177124,1995.715332,5895.807129,3234.579834,6862.756836,13481.49707,35436.70911
2020-03-06 5:00,2.05,2.15,4.21,5834.48,5893.51,11727.99,59344.85,263.2772827,285.1005249,285.4011841,21.97357178,187.05,235.8,48.75,1.89,1.81,3.7,66.67029019,30.05096219,917.5759277,1885.295776,5893.389648,3375.524902,6254.548828,13602.125,
2020-03-07 5:00,2.14,2.24,4.38,5960.78,6018.74,11979.52,59442.46,262.9766235,284.875,285.5765381,22.24914551,187.2,235.48,48.27,1.71,1.77,3.48,68.82645674,31.72425628,1012.532043,1919.259399,6043.658203,3281.641113,5869.847168,14045.36523,
2020-03-08 5:00,2.16,2.26,4.42,5987.52,6040.47,12028,59361.24,262.6759644,284.875,285.1005249,22.3117981,187.09,235.26,48.17,1.31,1.51,2.82,84.30184566,39.04765953,999.7415161,1880.035156,6104.819336,3194.529785,5550.921875,10583.42773,
2020-03-09 5:00,2.13,2.24,4.37,5890.63,5957.25,11847.88,59388.61,262.3753052,284.875,285.1005249,22.61245728,187.19,234.97,47.78,1.89,1.92,3.81,62.8613471,29.74988542,1007.84375,1897.674194,5721.711426,3217.140869,5546.092285,11648.45313,
2020-03-10 5:00,2.18,2.25,4.42,6010.2,5987.77,11997.97,59488.93,261.9744263,284.0732422,284.3739014,22.24914551,186.98,234.62,47.63,1.33,1.43,2.76,85.56573501,39.9698612,1017.77771,1876.687744,5574.29541,3279.89917,5443.035156,10467.51563,
2020-03-11 5:00,2.15,2.26,4.41,6040.12,6088.23,12128.35,59526.92,262.5757446,284.7998657,285.4011841,22.52478027,187.33,235.27,47.94,1.66,1.63,3.29,71.51774667,33.60286878,907.7097778,1862.114746,5739.219727,3216.629639,5879.020508,11015.57129,
2020-03-12 5:00,2.15,2.25,4.4,6015.9,6083.21,12099.11,59667.03,262.3753052,285.2758789,285.4011841,22.96322632,187.43,235.16,47.73,1.91,1.93,3.84,61.29728029,29.49053677,889.1438599,1916.2677,5867.816895,3241.898438,5874.23291,10433.98828,32119.18164
2020-03-13 5:00,2.14,2.24,4.38,5970.81,6026.46,11997.28,59595.25,261.8491821,284.7998657,284.9752197,23.0383606,187.33,234.82,47.49,1.8,1.81,3.61,65.3467238,31.70101888,1009.469421,1816.370361,5865.179688,3354.298828,5848.81543,10945.33789,
2020-03-14 5:00,2.14,2.25,4.39,5999.75,6064.66,12064.41,59435.67,262.4505005,284.9752197,285.4011841,22.73770142,187.13,234.96,47.83,1.77,1.59,3.37,69.92163175,33.2397488,914.496582,1928.292969,5879.307617,3281.080322,5778.474609,10614.76855,
2020-03-15 5:00,2.16,2.25,4.41,6055.08,6093.35,12148.43,59371.08,262.1498413,284.2736816,284.875,22.42449951,187.18,235.04,47.86,1.69,1.59,3.28,71.31052669,33.41209509,920.374939,1967.368896,5935.479492,3251.331299,5547.132324,10661.29102,
2020-03-16 5:00,2.15,2.26,4.41,6014.72,6081.55,12096.27,59566.03,262.6759644,285.4011841,286.0776367,23.06344604,187.4,235.5,48.1,1.86,2,3.86,61.36276992,29.42280526,1071.800049,1857.671631,5954.077637,3214.52124,5307.865234,10852.18848,
2020-03-17 5:00,2.16,2.26,4.43,6051.85,6115.95,12167.8,59664.87,262.6759644,285.2758789,285.8771973,22.90057373,187.37,234.68,47.31,1.57,1.53,3.11,74.59319254,36.10710009,1008.928528,1884.644775,6075.921387,3282.94751,5298.675293,10391.87793,
2020-03-18 5:00,2.18,2.28,4.46,6067.31,6139.18,12206.49,59593.39,262.6759644,285.1756592,285.7018433,22.76278687,187.6,234.97,47.37,1.84,1.66,3.5,66.07583072,31.7515316,944.7111816,1914.168335,6089.414063,3169.650146,5325.305176,11853.33301,
2020-03-19 5:00,2.19,2.29,4.47,6095.1,6159.48,12254.58,59533.12,262.4505005,284.5743408,284.875,22.27416992,187.42,234.81,47.39,1.2,1.45,2.65,86.87624612,40.83343044,994.0480347,2045.952515,6292.031738,3213.479248,5240.40918,11164.67383,31274.97487
2020-03-20 5:00,2.08,2.18,4.27,5893.34,5966.9,11860.25,59485.28,262.6759644,285.2758789,285.7018433,22.81289673,187.44,235.58,48.14,1.77,1.86,3.64,66.33158408,31.43364307,894.2459717,1841.9104,6102.96875,3284.389404,5236.062988,10663.74414,
2020-03-21 5:00,2.09,2.19,4.28,5894.9,5986.15,11881.06,59307.03,262.1498413,284.4992065,285.7018433,22.95068359,187.55,235.75,48.2,1.57,1.37,2.94,81.83718731,38.96720731,1151.478271,1979.939575,6069.820801,3192.41626,5165.415527,14151.55859,
2020-03-22 5:00,2.1,2.21,4.31,5858.21,5943.57,11801.79,59379.34,262.5757446,284.7998657,285.1005249,22.37445068,187.32,235.97,48.65,1.56,1.78,3.34,73.28647976,33.70492759,1130.110352,2031.466675,6256.920898,3218.493896,5224.608398,14989.10059,
2020-03-23 5:00,2.12,2.22,4.34,5919.22,5997.62,11916.84,59366.38,261.7739868,285.1005249,285.4763184,23.51443481,187.39,236.14,48.75,1.92,1.83,3.75,64.76238164,31.23796516,825.331665,1911.159668,6463.840332,3273.602051,6197.902344,14406.54883,
2020-03-24 5:00,2.09,2.21,4.3,5836.38,5947,11783.38,59483.99,263.4777222,285.4763184,285.7769775,22.14892578,187.46,236.54,49.08,2.03,1.97,4,61.9405092,27.95264346,923.3409424,1898.980591,6622.44043,3390.445801,6614.010742,13674.19531,
2020-03-25 5:00,2.11,2.21,4.32,5927.82,6012.65,11940.47,59499.28,262.7511597,284.7998657,285.1756592,22.23660278,187.59,236.41,48.83,2.16,2.02,4.18,58.21041977,26.50833468,1165.505493,1968.929688,6342.943848,3400.506592,6464.937988,13844.86328,
2020-03-26 5:00,2.11,2.21,4.33,5901.56,5988.05,11889.61,59357.35,262.8764038,284.9752197,285.4011841,22.3117981,187.48,236.05,48.57,1.51,1.79,3.3,73.4786313,33.75417719,1133.293579,2005.214722,6143.696777,3276.19873,6351.956055,13703.96777,35666.88965
2020-03-27 5:00,2.09,2.19,4.29,5764.6,5852.96,11617.57,59390.39,262.3753052,284.6745605,285.4763184,22.70013428,187.15,235.78,48.63,1.31,1.49,2.79,89.10476836,41.59346507,1163.125488,2045.564453,6629.156738,3249.250488,6287.765625,14072.81641,
